Case ID,Activity,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,variant,variant-index,creator
93,Data Engineer: Configure Monitoring System,2023-02-21 17:30:08.000,Variant 1,1,Data Engineer: Configure Monitoring System,complete,Variant 1,1,Fluxicon Disco
93,End,2023-02-21 17:30:08.000,Variant 1,1,End,complete,Variant 1,1,Fluxicon Disco
14,Start,2023-02-20 12:20:00.000,Variant 3,3,Start,complete,Variant 3,3,Fluxicon Disco
14,Technician: Assign Productivity Level,2023-02-20 12:20:01.000,Variant 3,3,Technician: Assign Productivity Level,complete,Variant 3,3,Fluxicon Disco
14,Data Engineer: Evaluate Model Performance,2023-02-20 12:20:02.000,Variant 3,3,Data Engineer: Evaluate Model Performance,complete,Variant 3,3,Fluxicon Disco
14,End,2023-02-20 12:20:02.000,Variant 3,3,End,complete,Variant 3,3,Fluxicon Disco
71,Start,2023-02-21 13:50:00.000,Variant 2,2,Start,complete,Variant 2,2,Fluxicon Disco
71,PR Clerk: Register new customer,2023-02-21 13:50:01.000,Variant 2,2,PR Clerk: Register new customer,complete,Variant 2,2,Fluxicon Disco
71,IT Specialist: Configure Sensors,2023-02-21 13:50:02.000,Variant 2,2,IT Specialist: Configure Sensors,complete,Variant 2,2,Fluxicon Disco
71,IT Specialist: Configure System Addresses,2023-02-21 13:50:03.000,Variant 2,2,IT Specialist: Configure System Addresses,complete,Variant 2,2,Fluxicon Disco
71,Technician: Define Validity Conditions and Outlier Ranges,2023-02-21 13:50:04.000,Variant 2,2,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 2,2,Fluxicon Disco
71,Data Analyst: Configure Segregation System,2023-02-21 13:50:05.000,Variant 2,2,Data Analyst: Configure Segregation System,complete,Variant 2,2,Fluxicon Disco
71,Machine Learning Expert: Configure Development System,2023-02-21 13:50:06.000,Variant 2,2,Machine Learning Expert: Configure Development System,complete,Variant 2,2,Fluxicon Disco
71,Machine Learning Expert: Configure Execution System,2023-02-21 13:50:07.000,Variant 2,2,Machine Learning Expert: Configure Execution System,complete,Variant 2,2,Fluxicon Disco
71,Data Engineer: Configure Monitoring System,2023-02-21 13:50:08.000,Variant 2,2,Data Engineer: Configure Monitoring System,complete,Variant 2,2,Fluxicon Disco
71,Technician: Assign Productivity Level,2023-02-21 13:50:09.000,Variant 2,2,Technician: Assign Productivity Level,complete,Variant 2,2,Fluxicon Disco
71,Data Engineer: Evaluate Model Performance,2023-02-21 13:50:10.000,Variant 2,2,Data Engineer: Evaluate Model Performance,complete,Variant 2,2,Fluxicon Disco
71,End,2023-02-21 13:50:10.000,Variant 2,2,End,complete,Variant 2,2,Fluxicon Disco
36,Start,2023-02-20 16:00:00.000,Variant 19,19,Start,complete,Variant 19,19,Fluxicon Disco
36,PR Clerk: Register new customer,2023-02-20 16:00:01.000,Variant 19,19,PR Clerk: Register new customer,complete,Variant 19,19,Fluxicon Disco
36,IT Specialist: Configure Sensors,2023-02-20 16:00:02.000,Variant 19,19,IT Specialist: Configure Sensors,complete,Variant 19,19,Fluxicon Disco
36,IT Specialist: Configure System Addresses,2023-02-20 16:00:03.000,Variant 19,19,IT Specialist: Configure System Addresses,complete,Variant 19,19,Fluxicon Disco
36,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:00:04.000,Variant 19,19,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 19,19,Fluxicon Disco
36,Data Analyst: Configure Segregation System,2023-02-20 16:00:05.000,Variant 19,19,Data Analyst: Configure Segregation System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Development System,2023-02-20 16:00:06.000,Variant 19,19,Machine Learning Expert: Configure Development System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Execution System,2023-02-20 16:00:07.000,Variant 19,19,Machine Learning Expert: Configure Execution System,complete,Variant 19,19,Fluxicon Disco
36,Data Engineer: Configure Monitoring System,2023-02-20 16:00:08.000,Variant 19,19,Data Engineer: Configure Monitoring System,complete,Variant 19,19,Fluxicon Disco
36,Technician: Assign Productivity Level,2023-02-20 16:00:09.000,Variant 19,19,Technician: Assign Productivity Level,complete,Variant 19,19,Fluxicon Disco
36,Data Engineer: Evaluate Model Performance,2023-02-20 16:00:10.000,Variant 19,19,Data Engineer: Evaluate Model Performance,complete,Variant 19,19,Fluxicon Disco
36,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:00:11.000,Variant 19,19,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 19,19,Fluxicon Disco
36,Data Analyst: Configure Segregation System,2023-02-20 16:00:12.000,Variant 19,19,Data Analyst: Configure Segregation System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Development System,2023-02-20 16:00:13.000,Variant 19,19,Machine Learning Expert: Configure Development System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Execution System,2023-02-20 16:00:14.000,Variant 19,19,Machine Learning Expert: Configure Execution System,complete,Variant 19,19,Fluxicon Disco
36,Data Engineer: Configure Monitoring System,2023-02-20 16:00:15.000,Variant 19,19,Data Engineer: Configure Monitoring System,complete,Variant 19,19,Fluxicon Disco
36,Technician: Assign Productivity Level,2023-02-20 16:00:16.000,Variant 19,19,Technician: Assign Productivity Level,complete,Variant 19,19,Fluxicon Disco
36,Data Analyst: Analyze Balance Report,2023-02-20 16:00:17.000,Variant 19,19,Data Analyst: Analyze Balance Report,complete,Variant 19,19,Fluxicon Disco
36,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:00:18.000,Variant 19,19,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 19,19,Fluxicon Disco
36,Data Analyst: Configure Segregation System,2023-02-20 16:00:19.000,Variant 19,19,Data Analyst: Configure Segregation System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Development System,2023-02-20 16:00:20.000,Variant 19,19,Machine Learning Expert: Configure Development System,complete,Variant 19,19,Fluxicon Disco
36,Machine Learning Expert: Configure Execution System,2023-02-20 16:00:21.000,Variant 19,19,Machine Learning Expert: Configure Execution System,complete,Variant 19,19,Fluxicon Disco
36,Data Engineer: Configure Monitoring System,2023-02-20 16:00:22.000,Variant 19,19,Data Engineer: Configure Monitoring System,complete,Variant 19,19,Fluxicon Disco
36,End,2023-02-20 16:00:22.000,Variant 19,19,End,complete,Variant 19,19,Fluxicon Disco
37,Start,2023-02-20 16:10:00.000,Variant 12,12,Start,complete,Variant 12,12,Fluxicon Disco
37,PR Clerk: Register new customer,2023-02-20 16:10:01.000,Variant 12,12,PR Clerk: Register new customer,complete,Variant 12,12,Fluxicon Disco
37,IT Specialist: Configure Sensors,2023-02-20 16:10:02.000,Variant 12,12,IT Specialist: Configure Sensors,complete,Variant 12,12,Fluxicon Disco
37,IT Specialist: Configure System Addresses,2023-02-20 16:10:03.000,Variant 12,12,IT Specialist: Configure System Addresses,complete,Variant 12,12,Fluxicon Disco
37,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:10:04.000,Variant 12,12,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 12,12,Fluxicon Disco
37,Data Analyst: Configure Segregation System,2023-02-20 16:10:05.000,Variant 12,12,Data Analyst: Configure Segregation System,complete,Variant 12,12,Fluxicon Disco
37,Machine Learning Expert: Configure Development System,2023-02-20 16:10:06.000,Variant 12,12,Machine Learning Expert: Configure Development System,complete,Variant 12,12,Fluxicon Disco
37,Machine Learning Expert: Configure Execution System,2023-02-20 16:10:07.000,Variant 12,12,Machine Learning Expert: Configure Execution System,complete,Variant 12,12,Fluxicon Disco
37,Data Engineer: Configure Monitoring System,2023-02-20 16:10:08.000,Variant 12,12,Data Engineer: Configure Monitoring System,complete,Variant 12,12,Fluxicon Disco
37,Technician: Assign Productivity Level,2023-02-20 16:10:09.000,Variant 12,12,Technician: Assign Productivity Level,complete,Variant 12,12,Fluxicon Disco
37,Data Analyst: Analyze Balance Report,2023-02-20 16:10:10.000,Variant 12,12,Data Analyst: Analyze Balance Report,complete,Variant 12,12,Fluxicon Disco
37,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:10:11.000,Variant 12,12,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 12,12,Fluxicon Disco
37,Data Analyst: Configure Segregation System,2023-02-20 16:10:12.000,Variant 12,12,Data Analyst: Configure Segregation System,complete,Variant 12,12,Fluxicon Disco
37,Machine Learning Expert: Configure Development System,2023-02-20 16:10:13.000,Variant 12,12,Machine Learning Expert: Configure Development System,complete,Variant 12,12,Fluxicon Disco
37,Machine Learning Expert: Configure Execution System,2023-02-20 16:10:14.000,Variant 12,12,Machine Learning Expert: Configure Execution System,complete,Variant 12,12,Fluxicon Disco
37,Data Engineer: Configure Monitoring System,2023-02-20 16:10:15.000,Variant 12,12,Data Engineer: Configure Monitoring System,complete,Variant 12,12,Fluxicon Disco
37,End,2023-02-20 16:10:15.000,Variant 12,12,End,complete,Variant 12,12,Fluxicon Disco
58,Start,2023-02-21 11:40:00.000,Variant 5,5,Start,complete,Variant 5,5,Fluxicon Disco
58,Technician: Assign Productivity Level,2023-02-21 11:40:01.000,Variant 5,5,Technician: Assign Productivity Level,complete,Variant 5,5,Fluxicon Disco
58,Technician: Define Validity Conditions and Outlier Ranges,2023-02-21 11:40:02.000,Variant 5,5,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 5,5,Fluxicon Disco
58,Data Analyst: Configure Segregation System,2023-02-21 11:40:03.000,Variant 5,5,Data Analyst: Configure Segregation System,complete,Variant 5,5,Fluxicon Disco
58,Machine Learning Expert: Configure Development System,2023-02-21 11:40:04.000,Variant 5,5,Machine Learning Expert: Configure Development System,complete,Variant 5,5,Fluxicon Disco
58,Machine Learning Expert: Configure Execution System,2023-02-21 11:40:05.000,Variant 5,5,Machine Learning Expert: Configure Execution System,complete,Variant 5,5,Fluxicon Disco
58,Data Engineer: Configure Monitoring System,2023-02-21 11:40:06.000,Variant 5,5,Data Engineer: Configure Monitoring System,complete,Variant 5,5,Fluxicon Disco
58,End,2023-02-21 11:40:06.000,Variant 5,5,End,complete,Variant 5,5,Fluxicon Disco
15,Start,2023-02-20 12:30:00.000,Variant 4,4,Start,complete,Variant 4,4,Fluxicon Disco
15,Technician: Assign Productivity Level,2023-02-20 12:30:01.000,Variant 4,4,Technician: Assign Productivity Level,complete,Variant 4,4,Fluxicon Disco
15,Data Engineer: Evaluate Model Performance,2023-02-20 12:30:02.000,Variant 4,4,Data Engineer: Evaluate Model Performance,complete,Variant 4,4,Fluxicon Disco
15,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:30:03.000,Variant 4,4,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 4,4,Fluxicon Disco
15,Data Analyst: Configure Segregation System,2023-02-20 12:30:04.000,Variant 4,4,Data Analyst: Configure Segregation System,complete,Variant 4,4,Fluxicon Disco
15,Machine Learning Expert: Configure Development System,2023-02-20 12:30:05.000,Variant 4,4,Machine Learning Expert: Configure Development System,complete,Variant 4,4,Fluxicon Disco
15,Machine Learning Expert: Configure Execution System,2023-02-20 12:30:06.000,Variant 4,4,Machine Learning Expert: Configure Execution System,complete,Variant 4,4,Fluxicon Disco
15,Data Engineer: Configure Monitoring System,2023-02-20 12:30:07.000,Variant 4,4,Data Engineer: Configure Monitoring System,complete,Variant 4,4,Fluxicon Disco
15,End,2023-02-20 12:30:07.000,Variant 4,4,End,complete,Variant 4,4,Fluxicon Disco
38,Start,2023-02-20 16:20:00.000,Variant 1,1,Start,complete,Variant 1,1,Fluxicon Disco
38,PR Clerk: Register new customer,2023-02-20 16:20:01.000,Variant 1,1,PR Clerk: Register new customer,complete,Variant 1,1,Fluxicon Disco
38,IT Specialist: Configure Sensors,2023-02-20 16:20:02.000,Variant 1,1,IT Specialist: Configure Sensors,complete,Variant 1,1,Fluxicon Disco
38,IT Specialist: Configure System Addresses,2023-02-20 16:20:03.000,Variant 1,1,IT Specialist: Configure System Addresses,complete,Variant 1,1,Fluxicon Disco
38,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 16:20:04.000,Variant 1,1,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 1,1,Fluxicon Disco
38,Data Analyst: Configure Segregation System,2023-02-20 16:20:05.000,Variant 1,1,Data Analyst: Configure Segregation System,complete,Variant 1,1,Fluxicon Disco
38,Machine Learning Expert: Configure Development System,2023-02-20 16:20:06.000,Variant 1,1,Machine Learning Expert: Configure Development System,complete,Variant 1,1,Fluxicon Disco
38,Machine Learning Expert: Configure Execution System,2023-02-20 16:20:07.000,Variant 1,1,Machine Learning Expert: Configure Execution System,complete,Variant 1,1,Fluxicon Disco
38,Data Engineer: Configure Monitoring System,2023-02-20 16:20:08.000,Variant 1,1,Data Engineer: Configure Monitoring System,complete,Variant 1,1,Fluxicon Disco
38,End,2023-02-20 16:20:08.000,Variant 1,1,End,complete,Variant 1,1,Fluxicon Disco
59,Start,2023-02-21 11:50:00.000,Variant 1,1,Start,complete,Variant 1,1,Fluxicon Disco
59,PR Clerk: Register new customer,2023-02-21 11:50:01.000,Variant 1,1,PR Clerk: Register new customer,complete,Variant 1,1,Fluxicon Disco
59,IT Specialist: Configure Sensors,2023-02-21 11:50:02.000,Variant 1,1,IT Specialist: Configure Sensors,complete,Variant 1,1,Fluxicon Disco
59,IT Specialist: Configure System Addresses,2023-02-21 11:50:03.000,Variant 1,1,IT Specialist: Configure System Addresses,complete,Variant 1,1,Fluxicon Disco
59,Technician: Define Validity Conditions and Outlier Ranges,2023-02-21 11:50:04.000,Variant 1,1,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 1,1,Fluxicon Disco
59,Data Analyst: Configure Segregation System,2023-02-21 11:50:05.000,Variant 1,1,Data Analyst: Configure Segregation System,complete,Variant 1,1,Fluxicon Disco
59,Machine Learning Expert: Configure Development System,2023-02-21 11:50:06.000,Variant 1,1,Machine Learning Expert: Configure Development System,complete,Variant 1,1,Fluxicon Disco
59,Machine Learning Expert: Configure Execution System,2023-02-21 11:50:07.000,Variant 1,1,Machine Learning Expert: Configure Execution System,complete,Variant 1,1,Fluxicon Disco
59,Data Engineer: Configure Monitoring System,2023-02-21 11:50:08.000,Variant 1,1,Data Engineer: Configure Monitoring System,complete,Variant 1,1,Fluxicon Disco
59,End,2023-02-21 11:50:08.000,Variant 1,1,End,complete,Variant 1,1,Fluxicon Disco
16,Start,2023-02-20 12:40:00.000,Variant 20,20,Start,complete,Variant 20,20,Fluxicon Disco
16,PR Clerk: Register new customer,2023-02-20 12:40:01.000,Variant 20,20,PR Clerk: Register new customer,complete,Variant 20,20,Fluxicon Disco
16,IT Specialist: Configure Sensors,2023-02-20 12:40:02.000,Variant 20,20,IT Specialist: Configure Sensors,complete,Variant 20,20,Fluxicon Disco
16,IT Specialist: Configure System Addresses,2023-02-20 12:40:03.000,Variant 20,20,IT Specialist: Configure System Addresses,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:04.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:05.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:06.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:07.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:08.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:09.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:10.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:11.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:12.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:13.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:14.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:15.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Analyze Balance Report,2023-02-20 12:40:16.000,Variant 20,20,Data Analyst: Analyze Balance Report,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:17.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:18.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:19.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:20.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:21.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:22.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Evaluate Model Performance,2023-02-20 12:40:23.000,Variant 20,20,Data Engineer: Evaluate Model Performance,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:24.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:25.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:26.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:27.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:28.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:29.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:30.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:31.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:32.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:33.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:34.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:35.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Evaluate Model Performance,2023-02-20 12:40:36.000,Variant 20,20,Data Engineer: Evaluate Model Performance,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:37.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:38.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:39.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:40.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:41.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:42.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:43.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:44.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:45.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:46.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:47.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:48.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Analyze Balance Report,2023-02-20 12:40:49.000,Variant 20,20,Data Analyst: Analyze Balance Report,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:50.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:51.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:52.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:40:53.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:40:54.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:40:55.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Evaluate Model Performance,2023-02-20 12:40:56.000,Variant 20,20,Data Engineer: Evaluate Model Performance,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:40:57.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:40:58.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:40:59.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:41:00.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:41:01.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,Technician: Assign Productivity Level,2023-02-20 12:41:02.000,Variant 20,20,Technician: Assign Productivity Level,complete,Variant 20,20,Fluxicon Disco
16,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 12:41:03.000,Variant 20,20,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 20,20,Fluxicon Disco
16,Data Analyst: Configure Segregation System,2023-02-20 12:41:04.000,Variant 20,20,Data Analyst: Configure Segregation System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Development System,2023-02-20 12:41:05.000,Variant 20,20,Machine Learning Expert: Configure Development System,complete,Variant 20,20,Fluxicon Disco
16,Machine Learning Expert: Configure Execution System,2023-02-20 12:41:06.000,Variant 20,20,Machine Learning Expert: Configure Execution System,complete,Variant 20,20,Fluxicon Disco
16,Data Engineer: Configure Monitoring System,2023-02-20 12:41:07.000,Variant 20,20,Data Engineer: Configure Monitoring System,complete,Variant 20,20,Fluxicon Disco
16,End,2023-02-20 12:41:07.000,Variant 20,20,End,complete,Variant 20,20,Fluxicon Disco
2,Start,2023-02-20 10:20:00.000,Variant 21,21,Start,complete,Variant 21,21,Fluxicon Disco
2,Technician: Assign Productivity Level,2023-02-20 10:20:01.000,Variant 21,21,Technician: Assign Productivity Level,complete,Variant 21,21,Fluxicon Disco
2,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 10:20:02.000,Variant 21,21,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 21,21,Fluxicon Disco
2,Data Analyst: Configure Segregation System,2023-02-20 10:20:03.000,Variant 21,21,Data Analyst: Configure Segregation System,complete,Variant 21,21,Fluxicon Disco
2,Machine Learning Expert: Configure Development System,2023-02-20 10:20:04.000,Variant 21,21,Machine Learning Expert: Configure Development System,complete,Variant 21,21,Fluxicon Disco
2,Machine Learning Expert: Configure Execution System,2023-02-20 10:20:05.000,Variant 21,21,Machine Learning Expert: Configure Execution System,complete,Variant 21,21,Fluxicon Disco
2,Data Engineer: Configure Monitoring System,2023-02-20 10:20:06.000,Variant 21,21,Data Engineer: Configure Monitoring System,complete,Variant 21,21,Fluxicon Disco
2,Technician: Assign Productivity Level,2023-02-20 10:20:07.000,Variant 21,21,Technician: Assign Productivity Level,complete,Variant 21,21,Fluxicon Disco
2,Technician: Define Validity Conditions and Outlier Ranges,2023-02-20 10:20:08.000,Variant 21,21,Technician: Define Validity Conditions and Outlier Ranges,complete,Variant 21,21,Fluxicon Disco
2,Data Analyst: Configure Segregation System,2023-02-20 10:20:09.000,Variant 21,21,Data Analyst: Configure Segregation System,complete,Variant 21,21,Fluxicon Disco
2,Machine Learning Expert: Configure Development System,2023-02-20 10:20:10.000,Variant 21,21,Machine Learning Expert: Configure Development System,complete,Variant 21,21,Fluxicon Disco
2,Machine Learning Expert: Configure Execution System,2023-02-20 10:20:11.000,Variant 21,21,Machine Learning Expert: Configure Execution System,complete,Variant 21,21,Fluxicon Disco
2,Data Engineer: Configure Monitoring System,2023-02-20 10:20:12.000,Variant 21,21,Data Engineer: Configure Monitoring System,complete,Variant 21,21,Fluxicon Disco
2,Technician: Assign Productivity Level,2023-02-20 10:20:13.000,Variant 21,21,Technician: Assign Productivity Level,complete,Variant 21,21,Fluxicon Disco
2,Data Engineer: Evaluate Model Performance,2023-02-20 10:20:14.000,Variant 21,21,Data Engineer: Evaluate Model Performance,complete,Variant 21,21,Fluxicon Disco
