,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1298,"frozenset({'26000036', '26000050', '26000062', '26000042', '26000004', '28000008'})","frozenset({'28000009', '26000046'})",0.01065,0.0251,0.0101,0.9483568075117371,37.78313974150347,0.009832684999999999,18.877609090909104
1299,"frozenset({'26000036', '26000050', '26000062', '26000042', '26000046', '28000008'})","frozenset({'28000009', '26000004'})",0.01055,0.02875,0.0101,0.9573459715639809,33.2989903152689,0.0097966875,22.77041666666661
1300,"frozenset({'26000036', '26000050', '26000062', '26000004', '26000046', '28000008'})","frozenset({'28000009', '26000042'})",0.01065,0.03305,0.0101,0.9483568075117371,28.694608396724266,0.0097480175,18.723668181818194
1301,"frozenset({'28000009', '26000050', '26000062', '26000042', '26000004', '26000046'})","frozenset({'26000036', '28000008'})",0.0107,0.0272,0.0101,0.9439252336448598,34.70313358988455,0.00980896,17.348266666666664
1302,"frozenset({'28000009', '26000050', '26000062', '26000042', '26000004', '28000008'})","frozenset({'26000036', '26000046'})",0.01035,0.0253,0.0101,0.9758454106280193,38.57096484695729,0.009838145,40.35258
1303,"frozenset({'28000009', '26000050', '26000062', '26000042', '26000046', '28000008'})","frozenset({'26000036', '26000004'})",0.01025,0.02595,0.0101,0.9853658536585365,37.97170919686075,0.0098340125,66.56008333333277
1304,"frozenset({'28000009', '26000050', '26000062', '26000004', '26000046', '28000008'})","frozenset({'26000036', '26000042'})",0.01035,0.02415,0.0101,0.9758454106280193,40.40767745871715,0.0098500475,40.40019000000001
1305,"frozenset({'28000009', '26000062', '26000042', '26000004', '26000046', '28000008'})","frozenset({'26000036', '26000050'})",0.0126,0.01625,0.0101,0.8015873015873015,49.328449328449324,0.00989525,4.958099999999998
1306,"frozenset({'26000050', '26000062', '26000042', '26000004', '26000046', '28000008'})","frozenset({'26000036', '28000009'})",0.0107,0.02235,0.0101,0.9439252336448598,42.23379121453512,0.009860855,17.43475833333333
1307,"frozenset({'26000036', '28000009', '26000050', '26000062', '26000042'})","frozenset({'26000004', '28000008', '26000046'})",0.0107,0.0243,0.0101,0.9439252336448598,38.84465982077612,0.00983999,17.39998333333333
1308,"frozenset({'26000036', '28000009', '26000050', '26000062', '26000004'})","frozenset({'26000042', '28000008', '26000046'})",0.01095,0.02645,0.0101,0.9223744292237442,34.8723791767011,0.0098103725,12.541614705882346
1309,"frozenset({'26000036', '28000009', '26000050', '26000062', '26000046'})","frozenset({'26000004', '26000042', '28000008'})",0.01075,0.0345,0.0101,0.9395348837209303,27.232895180316817,0.009729125,15.967884615384634
1310,"frozenset({'26000036', '28000009', '26000050', '26000062', '28000008'})","frozenset({'26000004', '26000042', '26000046'})",0.0103,0.02665,0.0101,0.9805825242718446,36.79484143609173,0.009825505,50.127524999999736
1311,"frozenset({'26000036', '28000009', '26000050', '26000046', '28000008'})","frozenset({'26000062', '26000004', '26000042'})",0.0126,0.0194,0.0101,0.8015873015873015,41.318933071510386,0.00985556,4.942223999999999
1312,"frozenset({'26000036', '28000009', '26000062', '26000042', '28000008'})","frozenset({'26000004', '26000050', '26000046'})",0.01255,0.0156,0.0101,0.8047808764940239,51.58851772397589,0.00990422,5.042538775510203
1313,"frozenset({'26000036', '28000009', '26000062', '26000046', '28000008'})","frozenset({'26000004', '26000050', '26000042'})",0.01255,0.0168,0.0101,0.8047808764940239,47.903623600834756,0.00988916,5.036391836734692
1314,"frozenset({'26000036', '26000050', '26000062', '26000042', '26000004'})","frozenset({'28000009', '28000008', '26000046'})",0.0113,0.0207,0.0101,0.8938053097345133,43.179000470266345,0.00986609,9.221741666666672
1315,"frozenset({'26000036', '26000050', '26000062', '26000042', '26000046'})","frozenset({'28000009', '26000004', '28000008'})",0.01135,0.02265,0.0101,0.8898678414096916,39.287763417646424,0.0098429225,8.874337999999995
1316,"frozenset({'26000036', '26000050', '26000062', '26000042', '28000008'})","frozenset({'28000009', '26000004', '26000046'})",0.01065,0.0214,0.0101,0.9483568075117371,44.31573866877277,0.00987209,18.949254545454558
1317,"frozenset({'26000036', '26000050', '26000062', '26000004', '26000046'})","frozenset({'28000009', '26000042', '28000008'})",0.01135,0.02275,0.0101,0.8898678414096916,39.11506995207436,0.0098417875,8.873429999999994
1318,"frozenset({'26000036', '26000050', '26000062', '26000004', '28000008'})","frozenset({'28000009', '26000042', '26000046'})",0.01075,0.022,0.0101,0.9395348837209303,42.706131078224104,0.009863499999999999,16.174615384615404
1319,"frozenset({'26000036', '26000050', '26000062', '26000046', '28000008'})","frozenset({'28000009', '26000004', '26000042'})",0.0107,0.0242,0.0101,0.9439252336448598,39.00517494400247,0.00984106,17.401766666666663
1320,"frozenset({'28000009', '26000050', '26000062', '26000042', '26000004'})","frozenset({'26000036', '28000008', '26000046'})",0.01115,0.0209,0.0101,0.905829596412556,43.34112901495484,0.009866965,10.397109523809519
1321,"frozenset({'28000009', '26000050', '26000062', '26000042', '26000046'})","frozenset({'26000036', '26000004', '28000008'})",0.0107,0.0221,0.0101,0.9439252336448598,42.71154903370406,0.009863529999999999,17.439216666666663
1322,"frozenset({'28000009', '26000050', '26000062', '26000042', '28000008'})","frozenset({'26000036', '26000004', '26000046'})",0.01035,0.02215,0.0101,0.9758454106280193,44.0562262134546,0.009870747499999999,40.48299000000001
1323,"frozenset({'28000009', '26000050', '26000062', '26000004', '26000046'})","frozenset({'26000036', '26000042', '28000008'})",0.01095,0.021,0.0101,0.9223744292237442,43.922591867797344,0.00987005,12.611823529411756
1324,"frozenset({'28000009', '26000050', '26000062', '26000004', '28000008'})","frozenset({'26000036', '26000042', '26000046'})",0.01045,0.0215,0.0101,0.9665071770334929,44.953822187604324,0.009875324999999999,29.215214285714328
1325,"frozenset({'28000009', '26000050', '26000062', '26000046', '28000008'})","frozenset({'26000036', '26000004', '26000042'})",0.01035,0.0224,0.0101,0.9758454106280193,43.56452726017943,0.009868159999999999,40.472640000000006
1326,"frozenset({'26000050', '26000062', '26000042', '26000004', '26000046'})","frozenset({'26000036', '28000008', '28000009'})",0.0117,0.0196,0.0101,0.8632478632478632,44.04325832897261,0.00987068,7.1691749999999965
1327,"frozenset({'26000050', '26000062', '26000042', '26000004', '28000008'})","frozenset({'26000036', '26000046', '28000009'})",0.0109,0.02015,0.0101,0.926605504587156,45.985384843035035,0.009880365,13.350456249999999
1328,"frozenset({'26000050', '26000062', '26000042', '26000046', '28000008'})","frozenset({'26000036', '26000004', '28000009'})",0.0107,0.021,0.0101,0.9439252336448598,44.94882064975523,0.0098753,17.45883333333333
1329,"frozenset({'26000050', '26000062', '26000004', '26000046', '28000008'})","frozenset({'26000036', '26000042', '28000009'})",0.0108,0.0202,0.0101,0.9351851851851851,46.2962962962963,0.00988184,15.116914285714271
1330,"frozenset({'26000036', '26000050', '26000062', '28000009'})","frozenset({'26000004', '26000042', '28000008', '26000046'})",0.01095,0.0219,0.0101,0.9223744292237442,42.11755384583307,0.009860195,12.600229411764698
1331,"frozenset({'26000036', '26000050', '26000042', '26000062'})","frozenset({'28000009', '26000004', '28000008', '26000046'})",0.01155,0.01945,0.0101,0.8744588744588745,44.9593251649807,0.0098753525,7.810587931034485
1332,"frozenset({'26000036', '26000004', '26000050', '26000062'})","frozenset({'28000009', '26000042', '28000008', '26000046'})",0.01155,0.0195,0.0101,0.8744588744588745,44.844044844044845,0.009874774999999999,7.810189655172416
1333,"frozenset({'26000036', '26000050', '26000062', '26000046'})","frozenset({'28000009', '26000004', '26000042', '28000008'})",0.0117,0.02045,0.0101,0.8632478632478632,42.21260944977326,0.009860734999999999,7.162959374999996
1334,"frozenset({'26000036', '26000050', '28000008', '26000062'})","frozenset({'28000009', '26000004', '26000042', '26000046'})",0.0108,0.0205,0.0101,0.9351851851851851,45.61878952122854,0.0098786,15.112285714285699
1335,"frozenset({'28000009', '26000050', '26000042', '26000062'})","frozenset({'26000036', '26000004', '28000008', '26000046'})",0.01115,0.02,0.0101,0.905829596412556,45.2914798206278,0.009877,10.406666666666661
1336,"frozenset({'28000009', '26000004', '26000050', '26000062'})","frozenset({'26000036', '26000042', '28000008', '26000046'})",0.0114,0.01955,0.0101,0.8859649122807017,45.317898326378604,0.00987713,8.597792307692307
1337,"frozenset({'28000009', '26000050', '26000062', '26000046'})","frozenset({'26000036', '26000004', '26000042', '28000008'})",0.011,0.0203,0.0101,0.9181818181818182,45.230631437528,0.0098767,11.974111111111116
1338,"frozenset({'28000009', '26000050', '28000008', '26000062'})","frozenset({'26000036', '26000004', '26000042', '26000046'})",0.01045,0.0209,0.0101,0.9665071770334929,46.2443625374877,0.009881595,29.23312857142861
1339,"frozenset({'26000062', '26000004', '26000050', '26000042'})","frozenset({'26000036', '28000008', '26000046', '28000009'})",0.0126,0.01855,0.0101,0.8015873015873015,43.212253454841054,0.00986627,4.946507999999999
1340,"frozenset({'26000062', '26000050', '26000042', '26000046'})","frozenset({'26000036', '26000004', '28000008', '28000009'})",0.01235,0.0193,0.0101,0.8178137651821862,42.37377021669358,0.009861644999999999,5.382953333333332
1341,"frozenset({'26000062', '26000050', '26000042', '28000008'})","frozenset({'26000036', '26000004', '26000046', '28000009'})",0.01095,0.01975,0.0101,0.9223744292237442,46.70250274550604,0.0098837375,12.627926470588227
1342,"frozenset({'26000062', '26000004', '26000050', '26000046'})","frozenset({'26000036', '26000042', '28000008', '28000009'})",0.0121,0.0187,0.0101,0.8347107438016529,44.63693817121138,0.009873729999999999,5.936864999999999
1343,"frozenset({'26000062', '26000004', '26000050', '28000008'})","frozenset({'26000036', '26000042', '26000046', '28000009'})",0.01105,0.01935,0.0101,0.9140271493212668,47.23654518456159,0.0098861825,11.406507894736825
1344,"frozenset({'26000062', '26000050', '28000008', '26000046'})","frozenset({'26000036', '26000004', '26000042', '28000009'})",0.01085,0.02,0.0101,0.9308755760368663,46.54377880184332,0.009883,14.177333333333326
1345,"frozenset({'26000036', '26000050', '26000062'})","frozenset({'28000009', '26000042', '26000004', '26000046', '28000008'})",0.01195,0.0189,0.0101,0.8451882845188283,44.71895685284806,0.009874144999999999,6.337375675675671
1346,"frozenset({'28000009', '26000050', '26000062'})","frozenset({'26000036', '26000042', '26000004', '26000046', '28000008'})",0.01165,0.0193,0.0101,0.8669527896995707,44.91983366319019,0.009875155,7.371067741935477
1347,"frozenset({'26000062', '26000050', '28000008'})","frozenset({'26000036', '28000009', '26000042', '26000004', '26000046'})",0.0113,0.01915,0.0101,0.8938053097345133,46.67390651355161,0.009883605,9.236337500000005
1348,"frozenset({'26000009', '28000012'})",frozenset({'26000015'}),0.02595,0.1898,0.0215,0.8285163776493255,4.365207469174528,0.016574689999999996,4.724649438202244
1349,"frozenset({'28000007', '26000009', '28000012'})",frozenset({'26000015'}),0.0169,0.1898,0.01495,0.8846153846153847,4.660776525897707,0.01174238,7.021733333333338
1350,"frozenset({'28000007', '28000012', '26000015'})",frozenset({'26000009'}),0.01755,0.07585,0.01495,0.8518518518518519,11.230742938060011,0.0136188325,6.238012500000001
1351,"frozenset({'28000015', '26000009'})",frozenset({'26000015'}),0.01965,0.1898,0.01685,0.8575063613231552,4.517947109184169,0.01312043,5.685867857142855
1352,"frozenset({'28000015', '26000009', '28000012'})",frozenset({'26000015'}),0.01545,0.1898,0.0142,0.9190938511326862,4.842433356863467,0.011267590000000001,10.01407200000001
1353,"frozenset({'28000015', '26000009', '26000015'})",frozenset({'28000012'}),0.01685,0.09925,0.0142,0.8427299703264095,8.490982068779944,0.012527637500000001,5.72741037735849
1354,"frozenset({'28000007', '28000015', '26000009'})",frozenset({'26000015'}),0.01295,0.1898,0.0121,0.9343629343629344,4.922881635210403,0.009642089999999999,12.343635294117652
1355,"frozenset({'28000007', '28000015', '26000009'})",frozenset({'28000012'}),0.01295,0.09925,0.01085,0.8378378378378378,8.441691061338416,0.009564712500000001,5.554625
1356,"frozenset({'28000007', '28000015', '28000012'})",frozenset({'26000009'}),0.0129,0.07585,0.01085,0.8410852713178295,11.088797248751872,0.009871535,5.815382926829271
1357,"frozenset({'28000007', '28000015', '26000009', '28000012'})",frozenset({'26000015'}),0.01085,0.1898,0.0103,0.9493087557603687,5.001626742678444,0.00824067,15.983036363636364
1358,"frozenset({'28000007', '28000015', '28000012', '26000015'})",frozenset({'26000009'}),0.01225,0.07585,0.0103,0.8408163265306122,11.08525150336997,0.0093708375,5.8055576923076915
1359,"frozenset({'28000007', '28000015', '26000009', '26000015'})",frozenset({'28000012'}),0.0121,0.09925,0.0103,0.8512396694214877,8.576722110040178,0.009099075,6.055041666666669
1360,"frozenset({'26000048', '26000039'})",frozenset({'26000009'}),0.0222,0.07585,0.02105,0.9481981981981982,12.500965038868795,0.01936613,17.84011304347825
1361,"frozenset({'26000009', '26000039'})",frozenset({'26000048'}),0.02625,0.07005,0.02105,0.8019047619047619,11.447605451888107,0.0192111875,4.694459134615385
1362,"frozenset({'26000048', '26000009', '26000039'})",frozenset({'26000015'}),0.02105,0.1898,0.01755,0.833729216152019,4.392672371717698,0.013554710000000001,4.872774285714286
1363,"frozenset({'26000048', '26000039', '26000015'})",frozenset({'26000009'}),0.0177,0.07585,0.01755,0.9915254237288135,13.07218752444052,0.016207455,109.04969999999886
1364,"frozenset({'26000009', '26000039', '26000015'})",frozenset({'26000048'}),0.0207,0.07005,0.01755,0.8478260869565217,12.103156130714085,0.016099965,6.1110999999999995
1365,"frozenset({'26000039', '28000012'})",frozenset({'26000009'}),0.01635,0.07585,0.0139,0.8501529051987767,11.208344168737993,0.012659852499999999,6.167286734693876
1366,"frozenset({'26000009', '26000039', '28000012'})",frozenset({'26000015'}),0.0139,0.1898,0.0123,0.8848920863309353,4.662234385305244,0.00966178,7.038612500000004
1367,"frozenset({'26000015', '26000039', '28000012'})",frozenset({'26000009'}),0.0128,0.07585,0.0123,0.9609375,12.66891891891892,0.01132912,23.65824
1368,"frozenset({'26000048', '26000039', '28000012'})",frozenset({'26000009'}),0.0114,0.07585,0.01135,0.9956140350877193,13.126091431611329,0.010485310000000001,210.70619999999934
1369,"frozenset({'26000009', '26000039', '28000012'})",frozenset({'26000048'}),0.0139,0.07005,0.01135,0.8165467625899282,11.656627588721316,0.010376305,5.0691392156862785
1370,"frozenset({'26000048', '26000039', '28000012'})",frozenset({'26000015'}),0.0114,0.1898,0.01025,0.8991228070175439,4.737211838870095,0.008086280000000001,8.031547826086959
1371,"frozenset({'26000015', '26000039', '28000012'})",frozenset({'26000048'}),0.0128,0.07005,0.01025,0.80078125,11.431566738044253,0.00935336,4.667984313725491
1372,"frozenset({'26000039', '26000009', '28000012', '26000015'})",frozenset({'26000048'}),0.0123,0.07005,0.0102,0.8292682926829269,11.83823401403179,0.009338385000000001,5.446850000000002
1373,"frozenset({'26000039', '26000048', '26000009', '28000012'})",frozenset({'26000015'}),0.01135,0.1898,0.0102,0.8986784140969163,4.734870464156566,0.00804577,7.996321739130434
1374,"frozenset({'26000039', '26000048', '28000012', '26000015'})",frozenset({'26000009'}),0.01025,0.07585,0.0102,0.9951219512195122,13.119603839413477,0.009422537500000001,189.45074999999983
1375,"frozenset({'26000039', '26000048', '28000012'})","frozenset({'26000009', '26000015'})",0.0114,0.0411,0.0102,0.8947368421052632,21.76975284927648,0.00973146,9.10955
1376,"frozenset({'28000007', '26000009', '26000039'})",frozenset({'26000015'}),0.01615,0.1898,0.0138,0.8544891640866872,4.502050390340818,0.01073473,5.567970212765953
1377,"frozenset({'28000007', '26000039', '26000015'})",frozenset({'26000009'}),0.0155,0.07585,0.0138,0.8903225806451612,11.73793778042401,0.012624325,8.426073529411761
1378,"frozenset({'28000007', '26000048', '26000039'})",frozenset({'26000015'}),0.0156,0.1898,0.0135,0.8653846153846154,4.559455297073844,0.010539119999999999,6.018628571428573
1379,"frozenset({'28000007', '26000039', '26000015'})",frozenset({'26000048'}),0.0155,0.07005,0.0135,0.8709677419354839,12.433515231056157,0.012414225,7.207112500000001
1380,"frozenset({'26000039', '28000007', '26000009', '26000015'})",frozenset({'26000048'}),0.0138,0.07005,0.0134,0.9710144927536233,13.861734371928955,0.012433310000000001,32.08327500000011
1381,"frozenset({'26000039', '28000007', '26000048', '26000009'})",frozenset({'26000015'}),0.01525,0.1898,0.0134,0.878688524590164,4.629549655374942,0.01050555,6.678675675675679
1382,"frozenset({'28000007', '26000048', '26000039', '26000015'})",frozenset({'26000009'}),0.0135,0.07585,0.0134,0.9925925925925926,13.086256988696013,0.012376025,124.76024999999983
1383,"frozenset({'26000039', '28000007', '26000009'})","frozenset({'26000048', '26000015'})",0.01615,0.03645,0.0134,0.8297213622291021,22.76327468392598,0.0128113325,5.658666363636361
1384,"frozenset({'28000007', '26000039', '26000015'})","frozenset({'26000048', '26000009'})",0.0155,0.04475,0.0134,0.864516129032258,19.3187961794918,0.012706375,7.050654761904761
1385,"frozenset({'28000007', '26000048', '26000039'})","frozenset({'26000009', '26000015'})",0.0156,0.0411,0.0134,0.858974358974359,20.899619439765427,0.01275884,6.79947272727273
1386,"frozenset({'28000007', '26000048', '26000039'})",frozenset({'26000009'}),0.0156,0.07585,0.01525,0.9775641025641025,12.888122644220205,0.01406674,41.19068571428566
1387,"frozenset({'28000007', '26000009', '26000039'})",frozenset({'26000048'}),0.01615,0.07005,0.01525,0.9442724458204333,13.479977813282417,0.0141186925,16.687436111111086
1388,"frozenset({'26000026', '26000040'})",frozenset({'28000004'}),0.01555,0.1595,0.013,0.8360128617363344,5.241459948190184,0.010519774999999999,5.125401960784313
1389,"frozenset({'26000026', '28000011', '26000040'})",frozenset({'28000004'}),0.0114,0.1595,0.01065,0.9342105263157894,5.857119287246328,0.0088317,12.775599999999983
1390,"frozenset({'26000026', '28000004', '26000040'})",frozenset({'28000011'}),0.013,0.28145,0.01065,0.8192307692307692,2.9107506456946854,0.00699115,3.97495744680851
1391,"frozenset({'28000007', '28000015'})",frozenset({'26000015'}),0.01895,0.1898,0.01595,0.8416886543535619,4.43460829480275,0.01235329,5.11776333333333
1392,"frozenset({'28000007', '28000015', '28000012'})",frozenset({'26000015'}),0.0129,0.1898,0.01225,0.9496124031007752,5.003226570604717,0.00980158,16.079353846153854
1393,"frozenset({'26000004', '26000046'})",frozenset({'26000042'}),0.0332,0.1769,0.02665,0.802710843373494,4.537653156435805,0.02077692,4.172048854961831
1394,"frozenset({'26000004', '26000042', '26000046'})",frozenset({'28000008'}),0.02665,0.28105,0.0219,0.8217636022514071,2.923905362929753,0.014410017499999999,4.0336878947368415
1395,"frozenset({'26000004', '28000008', '26000046'})",frozenset({'26000042'}),0.0243,0.1769,0.0219,0.9012345679012346,5.094599027140953,0.01760133,8.3338875
1396,"frozenset({'26000042', '28000008', '26000046'})",frozenset({'26000004'}),0.02645,0.11605,0.0219,0.827977315689981,7.134660195519009,0.018830477499999998,5.138566483516481
1397,"frozenset({'26000062', '26000004', '26000046'})",frozenset({'26000042'}),0.01705,0.1769,0.01535,0.9002932551319649,5.089277869598445,0.012333855000000001,8.255208823529419
1398,"frozenset({'26000062', '28000008', '26000046'})",frozenset({'26000042'}),0.01575,0.1769,0.0143,0.9079365079365079,5.13248449935844,0.011513825,8.94056896551724
1399,"frozenset({'26000062', '26000004', '28000008'})",frozenset({'26000046'}),0.01735,0.0949,0.014,0.8069164265129682,8.50280744481526,0.012353485,4.687607462686566
1400,"frozenset({'26000062', '26000004', '26000046'})",frozenset({'28000008'}),0.01705,0.28105,0.014,0.8211143695014663,2.9215953371338417,0.0092080975,4.019048360655739
1401,"frozenset({'26000062', '28000008', '26000046'})",frozenset({'26000004'}),0.01575,0.11605,0.014,0.888888888888889,7.659533725884438,0.0121722125,7.955550000000004
1402,"frozenset({'26000062', '26000004', '26000042', '26000046'})",frozenset({'28000008'}),0.01535,0.28105,0.0135,0.8794788273615635,3.1292610829445415,0.009185882499999999,5.965341891891889
1403,"frozenset({'26000062', '26000004', '26000042', '28000008'})",frozenset({'26000046'}),0.0152,0.0949,0.0135,0.8881578947368421,9.358881925572625,0.01205752,8.092658823529415
1404,"frozenset({'26000062', '26000042', '28000008', '26000046'})",frozenset({'26000004'}),0.0143,0.11605,0.0135,0.9440559440559441,8.134906885445446,0.011840485,15.800606250000003
1405,"frozenset({'26000062', '26000004', '28000008', '26000046'})",frozenset({'26000042'}),0.014,0.1769,0.0135,0.9642857142857143,5.451021561818623,0.0110234,23.046800000000008
1406,"frozenset({'26000062', '28000008', '26000046'})","frozenset({'26000004', '26000042'})",0.01575,0.0522,0.0135,0.8571428571428571,16.420361247947454,0.01267785,6.634599999999998
1407,"frozenset({'27000006', '28000003'})",frozenset({'28000011'}),0.01275,0.28145,0.01055,0.8274509803921569,2.93995729398528,0.006961512500000001,4.1643238636363655
1408,"frozenset({'27000006', '26000001'})",frozenset({'28000011'}),0.0133,0.28145,0.0109,0.8195488721804511,2.911880874686272,0.007156715000000001,3.9819645833333337
1409,"frozenset({'26000010', '26000001'})",frozenset({'28000011'}),0.01335,0.28145,0.01255,0.9400749063670412,3.340113364246016,0.0087926425,11.990803124999994
1410,"frozenset({'26000000', '26000001', '26000010'})",frozenset({'28000011'}),0.01065,0.28145,0.0102,0.9577464788732395,3.402900973079551,0.0072025575000000015,17.005683333333355
1411,"frozenset({'26000001', '26000010', '28000011'})",frozenset({'26000000'}),0.01255,0.1686,0.0102,0.8127490039840638,4.820575349846167,0.00808407,4.440029787234044
1412,"frozenset({'26000026', '26000041'})",frozenset({'28000004'}),0.0434,0.1595,0.03635,0.8375576036866359,5.251144850699911,0.0294277,5.17414184397163
1413,"frozenset({'26000026', '28000011', '26000041'})",frozenset({'28000004'}),0.03295,0.1595,0.031,0.9408194233687405,5.898554378487401,0.025744475,14.20229487179486
1414,"frozenset({'28000004', '26000026', '26000041'})",frozenset({'28000011'}),0.03635,0.28145,0.031,0.8528198074277854,3.030093471052711,0.0207692925,4.882110747663551
1415,"frozenset({'26000041', '28000011', '28000004'})",frozenset({'26000026'}),0.0352,0.1132,0.031,0.8806818181818181,7.779874718920655,0.02701536,7.432228571428568
1416,"frozenset({'26000000', '26000026'})",frozenset({'28000004'}),0.03675,0.1595,0.03075,0.8367346938775511,5.245985541552044,0.024888375,5.148062500000002
1417,"frozenset({'26000000', '26000026', '28000011'})",frozenset({'28000004'}),0.0293,0.1595,0.0274,0.9351535836177475,5.863031872211582,0.02272665,12.961394736842113
1418,"frozenset({'26000000', '26000026', '28000004'})",frozenset({'28000011'}),0.03075,0.28145,0.0274,0.8910569105691057,3.16595100575273,0.018745412500000003,6.595645522388063
1419,"frozenset({'26000000', '26000026', '26000041'})",frozenset({'28000004'}),0.0239,0.1595,0.02275,0.9518828451882845,5.967917524691439,0.01893795,17.467782608695636
1420,"frozenset({'26000000', '26000041', '28000004'})",frozenset({'26000026'}),0.0252,0.1132,0.02275,0.9027777777777778,7.975068708284256,0.01989736,9.12137142857143
1421,"frozenset({'26000000', '26000026', '26000041'})",frozenset({'28000011'}),0.0239,0.28145,0.0214,0.8953974895397488,3.1813732085263773,0.014673344999999999,6.869337999999993
1422,"frozenset({'26000000', '26000026', '28000011', '26000041'})",frozenset({'28000004'}),0.0214,0.1595,0.02105,0.9836448598130841,6.167052412621217,0.017636699999999998,51.39057142857151
1423,"frozenset({'26000000', '26000041', '28000011', '28000004'})",frozenset({'26000026'}),0.0222,0.1132,0.02105,0.9481981981981982,8.376309171362175,0.018536959999999998,17.119095652173904
1424,"frozenset({'28000004', '26000000', '26000026', '26000041'})",frozenset({'28000011'}),0.02275,0.28145,0.02105,0.9252747252747253,3.2875278922534212,0.0146470125,9.615889705882358
1425,"frozenset({'26000000', '26000026', '26000041'})","frozenset({'28000011', '28000004'})",0.0239,0.07105,0.02105,0.8807531380753137,12.396244026394282,0.019351905,7.790142105263153
1426,"frozenset({'26000000', '26000041', '28000004'})","frozenset({'26000026', '28000011'})",0.0252,0.059,0.02105,0.8353174603174602,14.15792305622814,0.0195632,5.71402409638554
1427,"frozenset({'26000021', '27000000'})",frozenset({'28000011'}),0.01845,0.28145,0.01605,0.8699186991869917,3.09084632860896,0.010857247499999998,5.523853124999993
1428,"frozenset({'28000011', '27000000'})",frozenset({'26000021'}),0.01745,0.203,0.01605,0.9197707736389684,4.53089051053679,0.012507649999999999,9.934035714285706
1429,"frozenset({'26000021', '27000000'})",frozenset({'28000000'}),0.01845,0.244,0.01585,0.8590785907859078,3.5208138966635563,0.0113482,5.364692307692304
1430,"frozenset({'28000000', '27000000'})",frozenset({'26000021'}),0.01725,0.203,0.01585,0.9188405797101448,4.526308274434211,0.012348249999999998,9.820178571428551
1431,"frozenset({'28000011', '27000000'})",frozenset({'28000000'}),0.01745,0.244,0.0148,0.848137535816619,3.47597350744516,0.010542200000000002,4.978188679245286
1432,"frozenset({'28000000', '27000000'})",frozenset({'28000011'}),0.01725,0.28145,0.0148,0.8579710144927536,3.048395858919004,0.0099449875,5.05917857142857
1433,"frozenset({'26000021', '28000011', '27000000'})",frozenset({'28000000'}),0.01605,0.244,0.01445,0.9003115264797509,3.689801338031766,0.0105338,7.583625000000008
1434,"frozenset({'26000021', '28000000', '27000000'})",frozenset({'28000011'}),0.01585,0.28145,0.01445,0.9116719242902208,3.2391967464566385,0.009989017499999999,8.1350125
1435,"frozenset({'28000011', '28000000', '27000000'})",frozenset({'26000021'}),0.0148,0.203,0.01445,0.9763513513513513,4.809612568233257,0.011445599999999998,33.70171428571423
1436,"frozenset({'28000011', '27000000'})","frozenset({'26000021', '28000000'})",0.01745,0.0694,0.01445,0.8280802292263609,11.931991775595979,0.01323897,5.412989999999997
1437,"frozenset({'28000000', '27000000'})","frozenset({'26000021', '28000011'})",0.01725,0.0694,0.01445,0.8376811594202898,12.070333709226077,0.01325285,5.73316071428571
1438,"frozenset({'26000021', '27000000'})",frozenset({'26000014'}),0.01845,0.10875,0.01565,0.8482384823848238,7.799894090894932,0.013643562500000001,5.872700892857141
1439,"frozenset({'26000014', '27000000'})",frozenset({'26000021'}),0.01705,0.203,0.01565,0.9178885630498534,4.521618537191396,0.012188850000000001,9.706321428571437
1440,"frozenset({'28000011', '27000000'})",frozenset({'26000014'}),0.01745,0.10875,0.01535,0.8796561604584527,8.088792280077726,0.0134523125,7.405863095238097
1441,"frozenset({'26000014', '27000000'})",frozenset({'28000011'}),0.01705,0.28145,0.01535,0.9002932551319649,3.198768005443116,0.010551277500000001,7.206633823529418
1442,"frozenset({'28000000', '27000000'})",frozenset({'26000014'}),0.01725,0.10875,0.01485,0.8608695652173912,7.916041979010494,0.0129740625,6.405859374999996
1443,"frozenset({'26000014', '27000000'})",frozenset({'28000000'}),0.01705,0.244,0.01485,0.870967741935484,3.569539925965098,0.010689800000000001,5.859000000000005
1444,"frozenset({'26000021', '28000011', '27000000'})",frozenset({'26000014'}),0.01605,0.10875,0.0148,0.9221183800623054,8.47924947183729,0.0130545625,11.443650000000014
1445,"frozenset({'26000014', '26000021', '27000000'})",frozenset({'28000011'}),0.01565,0.28145,0.0148,0.9456869009584664,3.360052943536921,0.010395307500000001,13.229773529411755
1446,"frozenset({'26000014', '28000011', '27000000'})",frozenset({'26000021'}),0.01535,0.203,0.0148,0.9641693811074918,4.749602862598482,0.01168395,22.243545454545444
1447,"frozenset({'26000021', '27000000'})","frozenset({'28000011', '26000014'})",0.01845,0.0424,0.0148,0.8021680216802168,18.919057115099452,0.014017720000000001,4.840471232876713
1448,"frozenset({'28000011', '27000000'})","frozenset({'26000021', '26000014'})",0.01745,0.04005,0.0148,0.848137535816619,21.17696718643243,0.014101127500000001,6.321180188679248
1449,"frozenset({'26000014', '27000000'})","frozenset({'26000021', '28000011'})",0.01705,0.0694,0.0148,0.8680351906158359,12.507711680343457,0.01361673,7.051880000000006
