index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
956,Competitive,1,5,0,3,2,2,2,2,3.75,17535.76353799481,468515.17582260247,104,84.0,0.0,5504,3281,1.54,10,3,3225.0,8,3,0,0,3
957,Competitive,2,6,1,1,1,3,1,3,4.375,0.0,0.0,77,57.5,24.5,8210,2713,2.6142857142857143,6,3,3300.0,8,2,0,0,1
958,Competitive,1,7,0,1,1,2,3,2,4.125,0.0,0.0,94,77.14285714285714,0.0,6353,2299,1.2285714285714284,26,3,2218.75,8,3,0,0,1
959,Competitive,3,7,0,1,0,1,3,4,4.0,1538.7543915952147,39956.72651005609,70,70.71428571428571,0.0,5959,1764,1.5428571428571427,21,5,2868.75,8,3,0,0,1
960,Competitive,3,4,1,3,1,3,3,1,4.553571428571429,1571.1966189566333,41585.40232276355,72,56.25,12.25,6630,1769,2.3400000000000003,4,2,2587.5,7,5,1,2,2
961,Competitive,1,6,0,2,0,1,1,6,4.125,5407.261011148237,146103.91621946145,104,70.0,0.0,9693,2172,1.1833333333333336,6,6,3806.25,8,5,0,0,2
962,Competitive,3,6,0,2,2,0,3,3,4.125,3378.5037497597373,97795.77452150604,97,87.5,0.5,10345,1710,1.4000000000000001,15,2,1943.75,8,4,2,1,1
963,Competitive,1,5,1,2,4,2,2,0,3.125,5452.201606979507,179685.2846149754,104,90.0,10.0,5703,1680,1.7333333333333334,17,0,4006.25,8,3,1,0,2
964,Competitive,1,5,0,3,1,1,4,2,3.875,7959.86004010308,233619.22647130623,101,69.0,0.8666666666666667,9769,1772,1.6199999999999999,7,2,2606.25,8,5,1,1,2
965,Fun Deck,3,7,0,1,0,5,3,0,4.875,438.55093858495945,10944.39099961091,58,72.85714285714286,1.5,4775,1389,1.3285714285714287,23,0,3375.0,8,5,0,0,1
966,Fun Deck,2,7,0,1,1,3,4,0,3.625,0.0,0.0,52,72.85714285714286,0.0,4335,1231,1.542857142857143,21,2,2450.0,8,3,1,0,1
967,Competitive,1,5,1,2,3,2,2,1,2.5,12421.740540326724,407178.6207177268,60,96.0,10.0,2940,661,0.8500000000000001,13,2,2806.25,8,2,1,0,2
968,Competitive,3,4,1,3,2,4,1,1,3.625,2671.736517201251,107918.64853850208,104,75.0,5.0,8910,2247,3.18,4,1,3062.5,8,3,1,1,2
969,Competitive,1,7,0,1,2,3,2,1,4.25,28.105510388546673,273.386788948352,104,98.57142857142857,0.0,7849,3837,1.1428571428571428,22,1,2087.5,8,4,1,0,1
970,Competitive,2,5,0,3,2,3,3,0,3.75,0.0,0.0,98,69.0,2.0,7325,1922,1.32,21,0,2850.0,8,4,1,1,2
971,Competitive,1,7,0,1,2,3,1,2,4.125,5391.4216365066895,146007.75578020237,88,75.0,0.0,10714,2778,1.6142857142857143,7,2,3062.5,8,3,1,0,1
972,Competitive,1,3,1,4,1,1,4,2,3.5,24564.57633861333,684195.8424645211,104,70.0,7.82,5394,546,3.5999999999999996,3,1,4150.0,8,5,0,2,1
973,Competitive,1,5,1,2,1,3,1,3,3.625,5301.911026212849,193930.45989893866,101,63.0,16.333333333333332,7713,2336,2.316666666666667,5,4,2562.5,8,3,1,0,2
974,Competitive,1,6,0,2,1,0,6,1,4.125,0.0,0.0,78,72.5,3.75,6053,2606,1.8833333333333335,14,2,2837.5,8,4,1,1,1
975,Competitive,2,5,0,3,5,1,1,1,3.625,2687.191223645299,109269.72347884483,104,75.0,0.0,6070,2596,1.2600000000000002,23,0,2775.0,8,4,1,1,2
976,Competitive,3,8,0,0,0,1,4,3,4.625,4639.351493860252,120459.00266634893,72,69.375,0.0,10008,1749,1.225,22,5,2718.75,8,4,0,0,0
977,Competitive,1,6,0,2,6,2,0,0,2.875,3979.91947356262,140458.68962336867,104,100.0,0.0,5142,2477,1.2833333333333332,12,0,2437.5,8,4,1,1,1
978,Competitive,2,4,1,3,4,1,1,2,3.125,49183.483018839965,1415119.7166247105,103,90.0,7.5,4210,3127,1.3400000000000003,8,2,3262.5,8,4,0,0,3
979,Competitive,1,5,1,2,2,2,1,3,4.0,5670.95319693536,146367.2832853643,78,63.0,10.0,7050,1646,1.6833333333333336,5,3,4837.5,8,7,0,1,1
980,Competitive,2,4,1,3,2,2,2,2,3.75,17455.251960406247,504039.4155724646,104,75.0,7.5,7302,2214,1.48,9,2,3225.0,8,3,0,0,3
