index,rank,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
905,Challenger,7,0,1,1,0,3,4,4.125,0.0,0.0,81,77.14285714285714,0.0,7819,1518,1.2857142857142858,26,4,2737.5,8,4,0,0,1
906,Challenger,8,0,0,1,1,3,3,4.25,0.0,0.0,65,75.0,0.0,7465,1794,1.3375,24,5,2537.5,8,4,0,0,0
907,Master,6,0,2,2,2,3,1,4.375,2581.4962549944635,53653.51590991154,104,67.5,0.75,11715,2610,1.7666666666666666,6,2,2531.25,8,5,1,0,2
908,Master,5,1,2,2,5,0,1,3.625,2260.9398748062827,101441.25441470776,101,78.0,16.333333333333332,9341,2176,2.2166666666666663,5,1,2350.0,8,4,1,1,1
909,Master,5,0,3,3,2,3,0,4.25,0.0,0.0,104,78.0,0.0,8454,2308,1.28,25,1,1662.5,8,3,0,0,3
910,Master,5,1,2,3,5,0,0,3.125,3417.0556240168694,127713.34052403593,104,96.0,11.0,8380,2592,1.6166666666666665,5,1,2912.5,8,3,1,2,1
911,Challenger,6,1,1,3,5,0,0,3.625,1763.0509587479387,40743.74261331974,104,80.0,24.5,7474,2309,2.1,10,1,2737.5,8,3,0,0,1
912,Master,4,1,3,3,2,3,0,5.0,0.0,0.0,104,75.0,14.0,9640,4006,3.38,10,2,1837.5,8,4,1,1,2
913,Challenger,6,1,1,3,2,1,2,4.125,0.0,0.0,102,70.0,17.0,7394,3377,1.8285714285714285,11,3,3518.75,8,5,1,1,0
914,Master,6,0,2,1,1,2,4,3.875,53682.66110481721,1437721.7738654823,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
915,Master,5,1,2,2,3,3,0,4.25,2206.733511473965,99574.94636102748,104,84.0,10.0,7969,2270,1.0833333333333333,24,2,2812.5,8,5,1,0,2
916,Master,7,0,1,2,2,1,3,3.5,4658.059310433903,122538.70801940179,104,90.0,0.0,8661,2340,1.3142857142857143,11,4,2206.25,8,4,0,1,0
917,Master,6,0,2,1,1,3,3,3.75,9661.410666065125,249056.74474095067,104,67.5,0.0,8877,2574,1.2333333333333332,20,4,2537.5,8,3,1,1,1
918,Master,5,0,3,1,2,4,1,3.625,3165.9911790429837,120461.44708038957,102,90.0,0.8666666666666667,6287,1872,1.06,7,1,2937.5,8,4,1,1,2
919,Challenger,5,0,3,0,2,5,1,4.25,7885.254752334671,197028.2422840854,97,69.0,0.8666666666666667,11126,2129,1.7600000000000002,5,2,2781.25,8,5,1,1,2
920,Challenger,6,1,1,3,2,2,1,3.125,3425.3954052856125,129022.115714168,97,100.0,15.0,5190,2141,1.0857142857142856,21,2,2718.75,8,5,0,0,1
921,Challenger,6,1,1,1,4,1,2,3.875,3700.469778344262,131843.38424372373,104,85.0,15.0,10053,2157,1.5999999999999999,6,1,3987.5,8,5,1,0,1
922,Master,6,0,2,1,0,1,6,4.0,1538.7543915952176,39956.726510056156,104,80.0,0.0,10894,1684,1.1333333333333335,6,6,3068.75,8,4,0,0,2
923,Challenger,8,0,0,3,0,2,3,4.125,0.0,0.0,101,69.375,0.0,11613,3076,1.7249999999999999,9,3,4212.5,8,4,2,0,0
924,Challenger,6,0,2,0,3,1,4,3.5,10156.640155032403,401077.4106428252,77,77.5,0.0,6900,1758,1.7666666666666666,6,5,3568.75,8,5,1,0,2
925,Challenger,5,1,2,3,2,1,2,2.875,40783.99461916069,1164599.9910497384,99,96.0,10.0,4846,1193,1.116666666666667,9,3,3887.5,8,4,0,0,2
926,Master,7,0,1,5,3,0,0,3.625,0.0,0.0,104,66.42857142857143,0.0,7752,2531,1.4000000000000001,13,1,2387.5,8,3,1,0,1
927,Master,5,0,3,0,5,2,1,4.0,7558.546327145139,316721.01862816524,104,78.0,1.3333333333333333,7978,3398,1.4599999999999997,5,1,2900.0,8,4,1,1,2
928,Challenger,6,0,2,1,0,3,4,3.625,1914.789462918428,52731.1030669829,77,75.0,0.0,6078,1284,1.6499999999999997,20,4,3725.0,8,3,0,0,2
929,Challenger,8,0,0,0,1,2,5,4.0,1700.4039161220487,41842.37725215107,79,65.625,0.0,9644,1380,1.75,8,7,3662.5,8,6,1,0,0
930,Champion,5,0,3,2,2,2,2,3.75,17535.76353799481,468515.17582260247,104,84.0,0.0,5504,3281,1.54,10,3,3225.0,8,3,0,0,3
931,Challenger,6,1,1,1,3,1,3,4.375,0.0,0.0,77,57.5,24.5,8210,2713,2.6142857142857143,6,3,3300.0,8,2,0,0,1
932,Challenger,7,0,1,1,2,3,2,4.125,0.0,0.0,94,77.14285714285714,0.0,6353,2299,1.2285714285714284,26,3,2218.75,8,3,0,0,1
933,Challenger,7,0,1,0,1,3,4,4.0,1538.7543915952147,39956.72651005609,70,70.71428571428571,0.0,5959,1764,1.5428571428571427,21,5,2868.75,8,3,0,0,1
934,Challenger,4,1,3,1,3,3,1,4.553571428571429,1571.1966189566333,41585.40232276355,72,56.25,12.25,6630,1769,2.3400000000000003,4,2,2587.5,7,5,1,2,2
935,Master,6,0,2,0,1,1,6,4.125,5407.261011148237,146103.91621946145,104,70.0,0.0,9693,2172,1.1833333333333336,6,6,3806.25,8,5,0,0,2
936,Challenger,6,0,2,2,0,3,3,4.125,3378.5037497597373,97795.77452150604,97,87.5,0.5,10345,1710,1.4000000000000001,15,2,1943.75,8,4,2,1,1
937,Master,5,1,2,4,2,2,0,3.125,5452.201606979507,179685.2846149754,104,90.0,10.0,5703,2001,1.7333333333333334,17,0,4006.25,8,3,1,0,2
938,Master,5,0,3,1,1,4,2,3.875,7959.86004010308,233619.22647130623,101,69.0,0.8666666666666667,9769,1772,1.6199999999999999,7,2,2606.25,8,5,1,1,2
939,Challenger,5,1,2,3,2,2,1,2.5,12421.740540326724,407178.6207177268,60,96.0,10.0,2940,814,0.8500000000000001,13,2,2806.25,8,2,1,0,2
940,Master,4,1,3,2,4,1,1,3.625,2671.736517201251,107918.64853850208,104,75.0,5.0,8910,2247,3.18,4,1,3062.5,8,3,1,1,2
941,Master,7,0,1,2,3,2,1,4.25,28.105510388546673,273.386788948352,104,98.57142857142857,0.0,7849,3837,1.1428571428571428,22,1,2087.5,8,4,1,0,1
942,Challenger,5,0,3,2,3,3,0,3.75,0.0,0.0,98,69.0,2.0,7325,1922,1.32,21,0,2850.0,8,4,1,1,2
943,Challenger,7,0,1,2,3,1,2,4.125,5391.4216365066895,146007.75578020237,88,75.0,0.0,10714,2778,1.6142857142857143,7,2,3062.5,8,3,1,0,1
944,Champion,3,1,4,1,1,4,2,3.5,24564.57633861333,684195.8424645211,104,70.0,7.82,5394,546,3.5999999999999996,3,1,4150.0,8,5,0,2,1
945,Master,5,1,2,1,3,1,3,3.625,5301.911026212849,193930.45989893866,101,63.0,16.333333333333332,7713,2336,2.316666666666667,5,4,2562.5,8,3,1,0,2
946,Challenger,6,0,2,1,0,6,1,4.125,0.0,0.0,78,72.5,3.75,6053,2606,1.8833333333333335,14,2,2837.5,8,4,1,1,1
947,Challenger,5,0,3,5,1,1,1,3.625,2687.191223645299,109269.72347884483,104,75.0,0.0,6070,2596,1.2600000000000002,23,0,2775.0,8,4,1,1,2
948,Challenger,8,0,0,0,1,4,3,4.625,4639.351493860252,120459.00266634893,72,69.375,0.0,10008,1749,1.225,22,5,2718.75,8,4,0,0,0
949,Challenger,6,0,2,6,2,0,0,2.875,3979.91947356262,140458.68962336867,104,100.0,0.0,5142,2477,1.2833333333333332,12,0,2437.5,8,4,1,1,1
950,Champion,4,1,3,4,1,1,2,3.125,49183.483018839965,1415119.7166247105,103,90.0,7.5,4210,3127,1.3400000000000003,8,2,3262.5,8,4,0,0,3
951,Challenger,5,1,2,2,2,1,3,4.0,5670.95319693536,146367.2832853643,78,63.0,10.0,7050,1646,1.6833333333333336,5,3,4837.5,8,7,0,1,1
952,Master,4,1,3,2,2,2,2,3.75,17455.251960406247,504039.4155724646,104,75.0,7.5,7302,2214,1.48,9,2,3225.0,8,3,0,0,3
953,Challenger,5,1,2,1,4,3,0,4.125,3315.162049737221,150022.5772320263,104,84.0,11.333333333333334,9701,3145,1.4833333333333334,9,2,2537.5,8,5,2,1,1
954,Master,5,1,2,3,2,3,0,4.0,0.0,0.0,104,63.0,10.366666666666667,9938,2047,1.2666666666666668,19,1,3775.0,8,5,1,2,0
955,Challenger,7,0,1,4,0,1,3,3.25,11.023301213040897,148.07084383832708,101,94.28571428571429,0.0,8586,1242,1.1,23,3,1931.25,8,4,1,1,0
956,Challenger,7,0,1,3,0,3,2,3.75,9090.5088880011,200508.7798155218,101,66.42857142857143,0.0,7356,2881,1.9000000000000001,11,4,3425.0,8,2,0,0,1
957,Challenger,5,0,3,3,0,4,1,3.625,7858.1581657238485,216809.86891719527,92,81.0,2.6666666666666665,7581,1414,1.9600000000000002,9,1,3006.25,8,6,1,2,1
958,Master,5,1,2,3,2,2,1,3.125,3549.2613112317263,88331.79508041788,104,66.0,10.0,8513,2639,1.633333333333333,6,3,2825.0,8,3,1,1,2
959,Challenger,7,0,1,2,4,1,1,4.0,3606.200739819234,135328.05338605584,86,81.42857142857143,0.0,11889,2084,1.5285714285714285,9,2,2125.0,8,3,1,0,1
960,Master,5,1,2,2,5,0,1,3.25,2276.515829335085,101630.77574873586,104,90.0,11.0,8520,1799,1.383333333333333,9,1,2800.0,8,3,1,2,0
961,Master,5,1,2,3,4,0,1,2.625,78921.74504339845,3243635.422148783,103,87.0,10.0,5812,2408,1.2333333333333334,7,2,2806.25,8,4,2,0,2
962,Master,6,0,2,3,1,3,1,4.125,2681.390738302635,70659.80641516342,104,77.5,4.0,10914,2240,1.5833333333333333,11,1,2456.25,8,5,1,1,1
963,Champion,5,1,2,4,2,1,1,3.125,14365.84234138103,522274.80294107675,104,90.0,10.0,5703,2351,1.7333333333333334,17,0,3868.75,8,3,1,0,2
964,Challenger,6,0,2,2,2,3,1,4.0,2376.6393557691035,63073.035188063855,104,70.0,3.0,9027,2909,1.5666666666666667,7,3,2718.75,8,4,1,2,0
965,Challenger,5,0,3,1,3,2,2,3.875,11625.417003149334,438635.56871675514,104,78.0,0.3666666666666667,9845,2572,1.38,19,1,2637.5,8,3,1,1,2
966,Master,6,1,1,2,2,2,2,4.0,4436.370755554885,130943.83985205556,104,72.5,24.5,12414,1763,2.2857142857142856,10,1,2881.25,8,5,1,0,1
967,Champion,6,1,1,0,4,3,1,4.125,0.0,0.0,104,72.5,15.0,8566,2277,1.5571428571428572,11,3,3056.25,8,3,2,0,1
968,Master,4,1,3,4,1,1,2,3.125,49183.48301883932,1415119.7166247177,97,90.0,7.5,3853,2861,1.3400000000000003,8,2,3262.5,8,4,0,0,3
969,Challenger,8,0,0,1,3,3,1,4.75,0.0,0.0,87,69.375,0.0,9612,2092,1.3375,27,3,2787.5,8,4,1,0,0
970,Master,7,0,1,4,3,1,0,3.75,0.0,0.0,104,81.42857142857143,0.0,7686,2090,1.3,25,0,2287.5,8,4,1,1,0
971,Master,5,1,2,0,2,1,5,4.125,6438.64409711328,180097.32383891454,104,78.0,9.333333333333334,9547,1293,2.8499999999999996,8,4,3443.75,8,3,1,1,1
972,Challenger,5,1,2,3,4,1,0,4.0,0.0,0.0,102,78.0,10.0,11905,2788,1.4666666666666666,5,1,2637.5,8,4,1,1,1
973,Challenger,6,0,2,1,4,2,1,3.75,2734.2826618023155,111093.73178231453,103,67.5,0.0,10397,1990,1.3333333333333333,20,0,3225.0,8,4,1,0,2
974,Master,8,0,0,1,2,2,3,4.375,0.0,0.0,104,69.375,0.0,8606,3983,2.0875000000000004,27,4,3487.5,8,4,1,0,0
975,Master,6,0,2,1,1,3,3,3.75,3407.5145391787014,128908.32239829253,104,87.5,0.55,8750,3412,1.7666666666666668,6,3,3475.0,8,4,1,1,1
976,Master,4,2,2,5,1,1,1,3.25,33486.02418200118,1132630.0273580393,104,82.5,15.0,6074,3073,0.85,7,1,4012.5,8,4,0,0,2
977,Champion,5,1,2,1,3,2,2,4.125,2.5062906843170505,16.258527695575935,104,72.0,6.666666666666667,5521,2499,2.85,13,2,3381.25,8,3,1,0,2
978,Challenger,4,2,2,5,1,1,1,3.0,34409.27346951975,1256494.1555536387,78,82.5,15.0,4465,1565,0.85,7,1,4075.0,8,4,0,0,2
979,Challenger,8,0,0,2,4,2,0,4.0,0.0,0.0,84,75.0,0.0,9260,2473,1.4875,27,1,1837.5,8,3,1,0,0
980,Challenger,5,1,2,4,1,1,2,2.625,4803.515180876461,137665.74355921106,93,102.0,10.0,4831,1679,1.3666666666666665,12,1,2875.0,8,3,1,0,2
981,Challenger,5,1,2,2,2,2,2,4.25,0.0,0.0,99,75.0,23.333333333333332,9534,1651,1.05,23,2,2431.25,7,6,1,0,2
982,Challenger,5,0,3,0,1,6,1,3.6964285714285716,0.0,0.0,81,78.0,0.3333333333333333,3422,1155,1.02,25,1,2656.25,7,4,3,2,2
983,Challenger,7,0,1,2,2,0,4,3.25,9443.32274680943,366301.80871739244,79,85.71428571428571,0.0,5772,2473,2.1714285714285717,11,4,2925.0,8,4,2,0,1
984,Challenger,8,0,0,1,1,3,3,4.5,0.0,0.0,79,75.0,0.0,10428,1325,1.2500000000000002,26,5,2775.0,8,5,0,0,0
985,Challenger,8,0,0,1,3,2,2,4.375,0.0,0.0,68,78.75,0.0,9286,1763,1.35,12,4,2162.5,8,3,0,0,0
986,Challenger,5,1,2,1,2,2,3,4.0,7446.202166739384,209853.68703550159,104,63.0,19.0,12382,1857,2.6,5,3,2193.75,8,4,1,1,1
987,Challenger,7,0,1,1,0,3,4,3.875,56.21102077709336,546.773577896704,88,85.71428571428571,0.0,8922,2301,1.4857142857142858,25,4,2262.5,8,3,1,0,1
988,Challenger,4,0,4,1,1,1,5,3.982142857142857,7338.135608903948,231766.13174803444,74,75.0,0.0,5460,1781,1.4,4,4,2668.75,7,4,1,2,3
989,Master,5,1,2,3,4,0,1,2.625,78921.7450433971,3243635.422148834,104,87.0,10.0,5821,2417,1.2333333333333334,7,2,2806.25,8,4,2,0,2
990,Challenger,4,1,3,2,3,2,1,3.5,8587.27958828812,340645.7543333895,92,90.0,7.5,4868,1920,1.02,20,1,2912.5,8,5,1,1,2
991,Master,5,0,3,2,1,4,1,4.0,0.0,0.0,104,84.0,0.3333333333333333,6846,1323,1.1400000000000001,24,2,2200.0,8,4,1,1,2
992,Challenger,6,1,1,1,4,2,1,4.625,0.0,0.0,72,65.0,38.0,8462,2555,1.5571428571428572,11,2,2537.5,7,3,1,1,0
993,Challenger,5,2,1,1,6,1,0,4.5,2206.733511473961,99574.94636102745,104,78.0,26.333333333333332,9953,2214,2.0,10,1,2887.5,8,5,1,0,1
994,Champion,6,0,2,3,1,2,2,4.375,119.91773850174825,1534.777632723268,103,72.5,2.0,10496,2576,1.666666666666667,11,4,2137.5,8,5,2,1,1
995,Champion,5,0,3,3,3,1,1,3.5,0.0,0.0,104,81.0,3.3333333333333335,7473,2015,1.3199999999999998,23,0,2525.0,8,5,1,1,2
996,Challenger,7,0,1,1,1,3,3,3.875,2231.0148119962037,72094.1842213983,72,68.57142857142857,0.0,7461,1478,1.4857142857142858,23,4,2887.5,8,3,0,0,1
997,Challenger,5,2,1,1,2,2,3,4.125,0.0,0.0,102,63.0,29.666666666666668,10593,1907,3.3714285714285714,5,2,2762.5,8,3,0,0,1
998,Challenger,6,0,2,3,0,1,4,4.125,0.0,0.0,80,77.5,3.0,6539,2159,1.9333333333333333,17,3,3425.0,8,4,0,1,1
999,Challenger,5,1,2,3,1,3,1,3.375,4293.837002047383,168414.95107542898,90,78.0,10.0,4339,2365,0.9666666666666668,8,2,3337.5,8,5,0,0,2
1000,Master,5,0,3,2,0,4,2,4.267857142857143,4639.351493860244,120459.00266634882,103,75.0,0.5,7402,1703,1.22,12,2,2475.0,7,4,2,1,3
1001,Master,7,0,1,3,2,2,1,3.5,0.0,0.0,104,94.28571428571429,0.0,8175,2303,1.1,11,2,2450.0,8,5,1,1,0
1002,Challenger,7,0,1,0,3,2,3,3.875,0.0,0.0,87,62.142857142857146,0.0,9310,2913,1.4142857142857144,7,5,2537.5,8,3,2,0,1
1003,Challenger,5,2,1,2,4,2,0,5.375,0.0,0.0,103,72.0,33.0,11740,3025,3.357142857142857,11,3,1587.5,8,3,0,0,1
1004,Challenger,6,0,2,1,1,2,4,3.875,53682.661104817955,1437721.7738654637,92,72.5,4.0,8850,2171,1.3166666666666667,6,5,2706.25,8,4,1,2,0
1005,Challenger,6,0,2,0,2,1,5,4.0,7558.546327145172,316721.01862816495,88,80.0,0.0,9339,2332,1.4833333333333334,6,5,3075.0,8,4,1,0,2
1006,Master,6,1,1,2,1,3,2,3.625,0.0,0.0,104,90.0,15.0,8684,1677,1.457142857142857,14,3,3306.25,8,3,2,1,0
1007,Challenger,7,0,1,2,1,2,3,3.875,2337.7116620529505,62388.05161262367,94,68.57142857142857,0.0,10887,2432,1.5285714285714285,9,5,2087.5,8,4,1,1,0
1008,Challenger,6,0,2,2,3,1,2,3.625,7558.5463271451745,316721.01862816577,82,82.5,0.0,5071,2109,1.5833333333333333,11,2,3075.0,8,5,2,0,2
1009,Challenger,7,0,1,3,0,0,5,3.5,6560.619775280872,196023.3148772979,80,77.14285714285714,0.0,7826,1475,1.6285714285714286,7,4,4037.5,8,5,0,0,1
1010,Master,7,0,1,1,4,1,2,3.75,0.0,0.0,104,85.71428571428571,0.0,10174,2628,1.1999999999999997,9,2,2075.0,8,3,1,1,0
1011,Master,6,1,1,2,5,0,1,4.125,1579.116306277414,41633.48254239319,97,82.5,35.0,5950,1078,1.3142857142857143,17,3,2056.25,7,5,2,1,0
1012,Challenger,7,0,1,0,4,3,1,4.5,3342.3756682338776,150290.1939255557,103,77.14285714285714,0.0,10806,3644,1.4857142857142855,7,4,2725.0,8,3,2,0,1
1013,Challenger,6,1,1,2,4,0,2,3.75,0.0,0.0,65,72.5,15.0,7645,1348,1.5285714285714287,10,3,2931.25,8,6,1,1,0
1014,Master,6,0,2,2,1,5,0,4.125,0.0,0.0,103,70.0,0.5,8333,2282,1.25,16,2,3043.75,8,4,2,1,1
1015,Challenger,8,0,0,2,1,3,2,4.0,0.0,0.0,86,86.25,0.0,9374,2635,1.3750000000000002,22,4,1175.0,8,2,2,0,0
1016,Challenger,6,0,2,2,2,2,2,3.75,3468.2048875630157,93373.1722757449,77,65.0,0.0,7910,2651,1.8166666666666667,20,2,2737.5,8,4,1,1,1
1017,Champion,6,0,2,1,0,5,2,4.25,5077.9024324452175,131403.39366596,104,77.5,0.75,10017,2087,1.2833333333333334,12,3,2437.5,8,4,1,0,2
1018,Challenger,7,0,1,1,0,2,5,3.375,1538.7543915952176,39956.726510056156,80,81.42857142857143,0.0,4025,1349,1.2285714285714289,27,4,3187.5,8,4,1,0,1
1019,Challenger,6,0,2,3,2,2,1,4.125,0.0,0.0,99,85.0,0.0,5252,1632,1.25,26,1,2762.5,8,4,1,0,2
1020,Master,6,0,2,1,1,4,2,4.0,28644.033076773958,770583.4447061972,103,62.5,4.0,9821,3234,1.3,6,4,2581.25,8,4,1,2,0
1021,Challenger,7,0,1,2,3,2,1,4.25,2269.2796560750135,102750.02960483983,95,77.14285714285714,0.0,8066,1974,1.2714285714285716,26,2,2818.75,8,4,1,0,1
1022,Challenger,7,0,1,0,2,5,1,4.25,56.21102077709336,546.773577896704,69,77.14285714285714,1.0,8406,1844,1.5285714285714285,21,3,1912.5,8,3,2,1,0
1023,Master,4,1,3,3,3,1,1,2.875,13478.931437545916,504612.3646970358,102,82.5,8.25,6789,2578,1.52,6,0,2800.0,8,2,1,2,2
1024,Challenger,6,0,2,1,3,3,1,3.75,0.0,0.0,95,70.0,0.0,6183,1952,1.3333333333333333,20,2,2712.5,8,3,0,0,2
1025,Challenger,7,0,1,0,3,3,2,3.875,0.0,0.0,80,72.85714285714286,6.0,5392,1701,1.1714285714285713,21,2,3787.5,8,6,0,1,0
1026,Challenger,6,0,2,3,1,1,3,3.875,3445.2483084242804,112829.91238820336,100,80.0,0.0,9338,3011,1.8666666666666665,10,4,2750.0,8,6,1,1,1
1027,Challenger,7,0,1,1,1,2,4,3.625,6285.5078900043545,170896.9809298059,73,77.14285714285714,0.0,5935,1813,1.3714285714285717,21,5,2093.75,8,3,2,1,0
1028,Challenger,5,1,2,3,3,2,0,3.875,1028.7332611430184,23924.735705221614,88,69.0,10.0,8369,1558,1.5,7,0,3662.5,8,4,1,1,1
1029,Challenger,3,2,3,3,1,2,2,3.5,23187.735688829634,761936.4509992364,77,70.0,12.22,4363,2069,1.06,5,1,4450.0,8,4,0,1,2
1030,Challenger,7,0,1,2,0,1,5,3.625,7638.275823144482,218198.10044085913,87,75.0,0.0,6570,1436,1.5714285714285714,11,5,4668.75,8,5,1,0,1
1031,Challenger,5,1,2,1,2,2,3,3.875,9329.853031655628,244626.38649845627,83,75.0,16.333333333333332,8094,2277,2.4,5,3,2081.25,8,4,0,1,1
1032,Challenger,8,0,0,2,1,3,2,4.75,0.0,0.0,83,69.375,0.0,12300,2377,1.875,13,5,2200.0,8,3,2,0,0
1033,Master,4,2,2,5,1,1,1,3.0,34409.273469519394,1256494.1555536378,104,82.5,15.0,6074,2113,0.85,7,1,4075.0,8,4,0,0,2
1034,Master,7,0,1,1,2,2,3,4.5,5442.132652765287,143089.82143959514,104,79.28571428571429,0.0,14690,2725,1.5857142857142856,21,3,2425.0,8,3,1,0,1
1035,Challenger,7,0,1,2,3,2,1,4.125,3596.0657364785293,135188.05273703433,98,81.42857142857143,0.0,10719,2598,1.6285714285714283,21,1,2650.0,8,4,1,0,1
1036,Challenger,4,1,3,1,3,3,1,4.625,1571.1966189566333,41585.40232276355,101,71.25,10.375,8850,2478,1.26,18,0,3000.0,8,5,0,1,1
1037,Master,5,0,3,1,1,4,2,3.625,2551.908548482902,74182.6736681548,104,63.0,3.6999999999999997,5943,1425,1.6199999999999999,7,3,3425.0,8,5,0,1,1
1038,Challenger,7,0,1,3,2,2,1,4.0,0.0,0.0,92,77.14285714285714,0.0,6219,1728,1.542857142857143,27,1,3125.0,8,5,0,1,0
1039,Master,7,0,1,2,3,3,0,3.75,0.8918918918918919,5.77009541889394,102,85.71428571428571,4.0,7904,2902,1.8285714285714285,25,1,2287.5,8,4,2,1,0
1040,Challenger,6,0,2,5,2,0,1,3.5,2636.064578093478,84787.63567072558,96,62.5,0.0,8766,2169,1.6666666666666667,7,0,3787.5,8,4,1,1,1
1041,Challenger,5,1,2,2,6,0,0,3.875,3408.4777866515515,128311.71385583417,84,81.0,10.0,7765,3155,1.7833333333333332,5,1,2693.75,8,5,2,0,2
1042,Challenger,7,0,1,0,1,3,4,4.0,0.0,0.0,69,81.42857142857143,0.0,5380,1863,1.2714285714285716,21,5,2937.5,8,3,0,0,1
1043,Challenger,4,0,4,2,0,3,3,4.375,5876.985689028119,157352.86658492876,95,63.75,0.65,10068,1816,1.75,4,3,3550.0,8,6,0,2,2
1044,Challenger,7,0,1,0,2,1,5,4.25,704.3236319485796,21202.512248897412,79,72.85714285714286,0.0,9079,1483,1.4285714285714284,7,5,3700.0,8,4,0,0,1
1045,Master,5,1,2,3,2,1,2,2.75,7483.591479346442,246893.16728784482,104,102.0,10.0,5766,2595,1.3666666666666665,12,1,2687.5,8,3,1,0,2
1046,Master,7,0,1,2,2,3,1,3.625,797.523049491689,21439.552645670694,103,68.57142857142857,0.0,9476,2530,1.2571428571428573,27,2,1856.25,8,3,2,1,0
1047,Master,5,0,3,2,2,2,2,3.75,17535.763537994786,468515.17582260346,103,84.0,0.0,5476,3267,1.5400000000000003,10,3,3225.0,8,3,0,0,3
1048,Master,6,1,1,2,1,3,2,4.0,684.8073681372764,20769.11292062256,104,70.0,18.0,13226,2769,1.9285714285714286,6,3,3500.0,8,5,1,1,0
1049,Challenger,5,0,3,2,1,1,4,3.75,6451.279723027492,222270.10691698483,73,72.0,0.0,4818,1879,1.6,6,4,3650.0,8,5,0,1,2
1050,Challenger,7,0,1,6,2,0,0,3.75,0.0,0.0,104,79.28571428571429,0.0,7511,2723,1.4714285714285715,13,0,3612.5,8,6,1,1,0
1051,Master,5,0,3,2,2,1,3,3.625,2680.076298469993,109227.42372863422,104,75.0,0.0,8784,2938,1.58,5,3,2987.5,8,4,1,1,2
1052,Challenger,6,0,2,1,1,3,3,4.0,38872.31978576529,1042515.3624512751,92,67.5,4.0,8653,2089,1.2333333333333334,6,5,2706.25,8,4,1,2,0
1053,Master,7,0,1,4,0,1,3,3.25,11.023301213040897,148.07084383832708,103,94.28571428571429,0.0,8854,1249,1.1,23,3,1931.25,8,4,1,1,0
1054,Master,6,1,1,3,4,1,0,4.125,0.0,0.0,100,77.5,35.0,5892,1674,1.1428571428571428,13,3,2575.0,7,5,1,1,0
1055,Challenger,7,0,1,1,0,3,4,4.0,0.0,0.0,72,77.14285714285714,0.0,7866,1344,1.2142857142857142,25,5,2675.0,8,4,0,0,1
1056,Master,6,1,1,0,5,2,1,4.125,2206.733511473961,99574.94636102745,104,85.0,24.5,9752,2430,1.957142857142857,12,2,2068.75,8,3,2,0,1
1057,Master,5,1,2,0,5,3,0,3.5,4.377425284476954,20.59383382539004,102,96.0,18.333333333333332,6201,1898,2.233333333333333,7,1,2712.5,8,3,1,1,1
1058,Master,5,0,3,0,4,2,2,4.0,7558.546327145139,316721.01862816524,103,84.0,0.3666666666666667,9398,3219,1.5999999999999999,5,2,3100.0,8,4,1,1,2
1059,Challenger,5,1,2,4,2,2,0,4.267857142857143,1028.7332611430184,23924.735705221614,103,75.0,10.0,10146,1691,1.2500000000000002,10,2,2225.0,7,2,2,1,2
1060,Challenger,6,0,2,4,1,1,2,4.0,5410.129453080329,148087.46113325522,93,67.5,0.0,9837,2228,1.5999999999999999,6,3,3700.0,8,4,1,1,1
1061,Challenger,7,0,1,2,2,3,1,4.25,0.0,0.0,90,62.142857142857146,0.0,6970,3000,1.6285714285714283,11,2,3850.0,8,5,0,0,1
1062,Master,5,1,2,4,3,1,0,3.875,2260.9398748062827,101441.25441470776,104,78.0,10.5,7359,1647,1.2500000000000002,8,0,3450.0,8,6,1,0,2
1063,Challenger,7,0,1,2,2,2,2,4.125,1718.1500600910626,43071.45010543861,100,70.71428571428571,0.0,11599,2178,1.8142857142857143,21,2,2881.25,8,5,1,1,0
1064,Master,5,0,3,0,1,6,1,4.25,7884.430942810837,197018.79647463892,104,63.0,0.8666666666666667,11166,1623,1.6800000000000002,5,3,2831.25,8,5,1,1,2
1065,Challenger,7,0,1,1,2,4,1,4.75,0.0,0.0,104,77.14285714285714,0.0,9062,3918,1.2,22,4,2275.0,8,3,0,0,1
1066,Challenger,7,1,0,1,3,2,2,4.375,28.105510388546673,273.386788948352,88,81.42857142857143,30.0,11578,2222,1.3875000000000002,25,3,2050.0,8,3,1,0,0
1067,Challenger,6,0,2,3,2,1,2,3.125,6560.766809565913,225654.06309839155,103,87.5,0.0,6858,1613,1.3,28,1,2600.0,8,4,1,1,1
1068,Challenger,3,1,4,2,4,1,1,4.125,3708.8095596130042,133152.15943385585,103,55.0,6.0,8906,2491,1.25,3,0,3325.0,7,4,2,2,3
1069,Challenger,6,0,2,1,0,4,3,4.0,19257.759818705923,516733.29846007255,97,77.5,7.0,9210,1945,1.5666666666666667,7,4,3206.25,8,5,0,2,0
1070,Challenger,8,0,0,0,2,1,5,4.25,5407.261011148233,146103.9162194614,79,65.625,0.0,7657,2596,1.9000000000000001,8,6,4381.25,8,4,0,0,0
1071,Challenger,6,0,2,1,5,1,1,4.25,3800.114360349486,142658.67589526653,100,60.0,0.0,10579,3191,1.4833333333333334,6,2,3275.0,8,5,1,0,2
