index,rank,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
0,Challenger,5,0,3,1,1,4,2,3.375,2865.990530924129,92338.57193052038,84,72.0,0.0,5637,1320,1.4200000000000002,19,2,2712.5,8,3,0,0,3
1,Challenger,5,1,2,1,2,3,2,4.25,3980.516609819371,96167.50653783036,104,75.0,23.7,12510,1847,1.3166666666666667,5,3,2018.75,7,5,1,2,0
2,Master,7,1,0,3,3,2,0,4.875,0.0,0.0,104,79.28571428571429,49.0,13902,2100,2.075,27,1,1925.0,8,2,2,0,0
3,Challenger,7,0,1,4,2,1,1,3.75,1389.3322250045658,35613.10637600717,104,77.14285714285714,0.0,6475,2068,1.4285714285714284,11,2,4175.0,8,6,0,0,1
4,Challenger,5,0,3,1,1,5,1,4.5,4049.013034927472,97445.53135651983,104,63.0,1.8666666666666665,11483,1688,1.7399999999999998,5,2,3056.25,8,4,1,2,1
5,Challenger,5,1,2,4,2,1,1,3.75,6926.808834698637,223387.46109204923,104,81.0,10.0,9713,3194,1.2833333333333332,8,1,2481.25,8,5,1,1,1
6,Challenger,6,0,2,1,0,2,5,4.125,5679.316645368803,169756.16055648416,88,65.0,0.0,9556,1708,1.8166666666666667,6,5,3925.0,8,3,0,0,2
7,Challenger,4,1,3,4,3,0,1,3.25,16145.426689943426,679649.4338481433,94,82.5,7.5,5720,2249,1.2399999999999998,7,0,3062.5,8,4,1,0,3
8,Challenger,7,0,1,1,2,3,2,4.125,28.105510388546673,273.386788948352,90,85.71428571428571,1.1,6987,2213,1.242857142857143,22,3,3025.0,8,4,0,1,0
9,Challenger,6,0,2,2,1,3,2,3.625,1657.145632120268,44361.12170257844,95,85.0,0.55,6010,1223,1.1666666666666667,13,3,2381.25,8,4,1,2,1
10,Master,5,1,2,3,2,2,1,3.25,6573.133277378315,252262.85348148132,104,84.0,12.0,7268,2613,1.5166666666666668,9,2,3162.5,8,5,1,1,1
11,Challenger,6,0,2,2,0,2,4,4.5,2231.0148119962037,72094.1842213983,86,67.5,4.0,10459,1717,1.683333333333333,7,4,3812.5,8,3,1,1,1
12,Challenger,6,0,2,2,4,1,1,3.875,2621.8347277428625,84703.03617030456,104,80.0,0.0,10330,2656,1.3499999999999999,9,1,2681.25,8,3,1,1,1
13,Challenger,5,0,3,3,1,2,2,3.375,6671.1812216931485,199058.6111327493,104,78.0,2.0,6012,2517,1.7000000000000004,9,2,3150.0,8,4,1,1,2
14,Challenger,3,2,3,1,3,2,2,4.25,2054.4459345777277,56953.43031978334,101,100.0,17.7,7176,1456,2.34,3,2,2937.5,8,5,0,1,2
15,Challenger,5,0,3,3,0,4,1,4.125,0.0,0.0,94,72.0,0.3333333333333333,6673,1103,1.2399999999999998,11,3,2100.0,7,4,2,2,2
16,Challenger,5,1,2,2,3,0,3,3.125,14905.283547476025,632775.8356415333,73,96.0,10.0,5190,1356,1.1833333333333333,7,2,2706.25,8,1,1,0,2
17,Challenger,7,0,1,2,2,3,1,4.125,0.0,0.0,104,85.71428571428571,1.0,7503,1452,1.2714285714285711,33,2,1868.75,8,4,2,1,0
18,Challenger,6,0,2,1,0,6,1,4.125,13546.328317522086,365933.830281594,92,67.5,4.0,8284,1567,1.2833333333333334,20,2,2987.5,8,4,0,1,1
19,Challenger,7,0,1,0,5,1,2,4.125,7666.959053809759,320453.6347355262,103,77.14285714285714,0.0,12744,2942,1.4285714285714286,21,1,2487.5,8,2,1,0,1
20,Challenger,5,1,2,0,4,2,2,4.125,2206.733511473965,99574.94636102748,103,72.0,12.0,8934,2359,1.1333333333333335,5,3,4187.5,8,6,1,1,1
21,Challenger,5,1,2,3,3,1,1,4.25,2206.733511473965,99574.94636102748,95,84.0,10.0,8609,2430,1.4166666666666667,6,2,3212.5,8,5,1,0,2
22,Challenger,7,0,1,1,2,2,3,4.0,0.0,0.0,77,75.0,1.0,4532,2598,1.8714285714285714,26,3,3268.75,8,4,1,1,0
23,Challenger,4,1,3,3,2,1,2,3.25,53694.568866490736,1497170.5011039719,87,90.0,7.5,4087,2407,1.2,8,2,3325.0,8,4,0,0,3
24,Master,5,1,2,3,1,2,2,2.75,7157.342842158856,200900.7756289367,95,102.0,12.666666666666666,5249,1576,1.3666666666666665,12,1,2812.5,8,3,1,1,1
25,Challenger,6,0,2,1,1,4,2,4.625,1035.9971937802788,23637.168594485276,100,62.5,0.0,13878,3582,1.4333333333333333,6,4,2081.25,8,5,1,1,1
26,Challenger,6,1,1,1,3,2,2,3.75,0.0,0.0,86,85.0,20.0,6660,1505,2.3857142857142857,24,2,1612.5,8,3,0,0,1
27,Challenger,5,1,2,2,3,1,2,3.5,0.0,0.0,73,90.0,6.666666666666667,5361,1585,2.716666666666667,8,3,3162.5,8,5,1,1,2
28,Challenger,6,1,1,1,3,2,2,4.25,28.105510388546673,273.386788948352,99,85.0,20.0,11138,2122,2.585714285714286,8,3,1912.5,8,4,0,0,1
29,Master,5,1,2,1,1,2,4,4.0,12076.796736062652,326587.40871681407,104,81.0,16.0,10186,2208,3.0833333333333335,6,3,2437.5,8,3,0,1,1
30,Challenger,5,0,3,0,2,1,5,4.0,6776.048924175228,233527.9858055159,82,78.0,0.0,7859,1842,1.38,5,4,2875.0,8,3,0,0,3
31,Challenger,7,0,1,4,0,2,2,3.625,0.8882978723404256,8.070194816850071,84,79.28571428571429,0.0,9567,1637,1.6428571428571428,11,3,2675.0,8,4,1,1,0
32,Challenger,7,0,1,1,0,4,3,4.5,0.0,0.0,77,62.142857142857146,6.0,11196,1963,1.4714285714285715,21,5,2987.5,8,3,2,1,0
33,Master,5,1,2,1,1,4,2,3.875,3732.5299666559677,104619.7842145214,103,69.0,9.333333333333334,10516,2873,3.0,5,2,2762.5,8,4,0,2,1
34,Master,5,1,2,4,2,1,1,2.875,2181.6804531335824,52962.70738890659,104,102.0,10.0,5766,2393,1.366666666666667,12,1,2700.0,8,4,1,0,2
35,Master,3,2,3,3,1,2,2,3.5,23187.73568882964,761936.4509992516,100,70.0,12.22,6185,2750,1.06,5,1,4450.0,8,4,0,1,2
36,Master,5,1,2,2,4,1,1,3.625,0.0,0.0,104,90.0,11.0,8446,2280,1.45,7,1,2800.0,8,3,1,1,1
37,Challenger,6,0,2,3,2,1,2,3.625,2934.253906982434,77939.45194606858,92,62.5,0.0,8367,1955,1.5166666666666666,6,3,3487.5,8,5,1,1,1
38,Challenger,7,0,1,2,2,2,2,3.75,2314.4010455908824,73885.21913807227,84,85.71428571428571,0.0,6575,2288,1.3857142857142855,11,2,2625.0,8,2,0,0,1
39,Challenger,4,1,3,3,2,1,2,3.25,53694.56886648992,1497170.5011039376,77,90.0,7.5,3562,2059,1.2,8,2,3325.0,8,4,0,0,3
40,Challenger,5,1,2,1,2,1,4,3.625,7749.770495584059,256878.63575753738,72,66.0,13.333333333333334,5695,1320,2.6,5,4,2912.5,8,4,0,0,2
41,Challenger,3,1,4,1,4,2,1,4.375,3777.9301304306123,141160.34868379094,104,75.0,12.6,8681,2909,2.95,3,0,2437.5,8,5,1,2,1
42,Challenger,5,1,2,3,4,0,1,2.625,78921.74504339736,3243635.4221487334,96,87.0,10.0,5459,2180,1.2333333333333334,7,2,2806.25,8,4,2,0,2
43,Master,6,0,2,2,3,2,1,4.0,2269.2796560750135,102750.02960483983,103,72.5,0.0,9506,4333,1.8166666666666667,12,2,2550.0,8,4,1,1,1
44,Challenger,6,0,2,3,4,0,1,3.25,28.105510388546673,273.386788948352,100,100.0,0.0,6122,3325,1.0166666666666666,7,3,1787.5,8,5,0,1,1
45,Challenger,3,1,4,4,1,1,2,3.125,37865.79759690604,1119372.1444498994,102,80.0,6.0,3966,3130,1.4,3,2,3700.0,8,5,0,0,4
46,Master,4,2,2,5,1,1,1,3.0,34409.273469519794,1256494.155553698,104,82.5,15.0,6074,2113,0.8500000000000001,7,1,4075.0,8,4,0,0,2
47,Challenger,8,0,0,0,2,4,2,4.25,0.0,0.0,73,63.75,0.0,7595,2760,1.8125,22,5,2950.0,8,3,2,0,0
48,Challenger,5,1,2,2,1,4,1,3.267857142857143,5693.125333105167,130083.59115151735,104,78.0,10.0,6199,1211,1.45,15,2,2556.25,7,2,2,1,2
49,Master,4,1,3,2,1,4,1,3.875,3123.541110402953,82554.92205734167,103,82.5,9.5,8592,1210,1.06,22,2,2612.5,8,5,0,2,1
50,Challenger,5,1,2,4,1,2,1,2.75,3557.9722579710015,88532.42591006454,101,96.0,10.0,5804,1140,1.2166666666666666,17,1,2993.75,8,3,1,0,2
51,Master,3,1,4,1,1,4,2,3.5,15003.12383584106,409607.4849394552,102,70.0,9.02,5868,940,1.5,3,1,4212.5,8,5,0,2,1
52,Challenger,7,0,1,2,0,6,0,3.5,0.8142076502732241,4.435372413939742,65,81.42857142857143,0.0,4068,1097,1.3428571428571432,19,3,2368.75,8,3,1,0,1
53,Challenger,3,2,3,3,1,2,2,3.5,23187.735688829554,761936.4509992225,97,70.0,12.22,5938,2696,1.06,5,1,4450.0,8,4,0,1,2
54,Challenger,5,1,2,1,2,2,3,4.5,0.0,0.0,86,66.0,13.333333333333334,7394,2113,2.716666666666667,19,4,2587.5,8,5,0,0,2
55,Challenger,5,1,2,1,3,2,2,3.875,2568.9218737042747,64873.23467217463,77,66.0,10.0,6813,1296,1.3,5,3,3062.5,8,4,0,1,1
56,Master,6,0,2,3,0,4,1,4.0,1148.3303545795134,26841.602726657293,104,72.5,0.55,11304,2634,1.9666666666666668,10,3,2831.25,8,6,1,2,0
57,Master,4,1,3,4,2,1,1,2.875,37719.09458654943,1225825.6917157131,104,97.5,7.5,4091,3052,0.8600000000000001,6,2,2950.0,8,4,0,0,3
58,Challenger,5,1,2,1,2,2,3,4.375,8884.832725779068,244606.8515952511,73,81.0,10.0,9269,2069,1.5666666666666664,9,4,3175.0,8,2,0,0,2
59,Master,5,1,2,3,0,4,1,3.75,1866.9156912121314,47424.29603216776,104,78.0,10.5,9841,2217,1.0999999999999999,11,1,2906.25,8,3,1,0,2
60,Master,6,0,2,1,0,6,1,4.125,0.0,0.0,104,65.0,1.05,9153,1970,1.1333333333333333,16,3,2918.75,8,4,2,2,0
61,Challenger,6,0,2,0,1,2,5,3.625,9550.442604326465,301780.6106163807,69,77.5,0.0,5208,1939,1.6333333333333335,20,4,3006.25,8,3,0,0,2
62,Challenger,6,0,2,4,1,2,1,3.8392857142857144,1717.7410281357832,43383.65541217323,103,82.5,0.0,8251,1793,1.2166666666666668,10,2,2150.0,7,2,3,2,1
63,Master,5,0,3,1,1,4,2,4.125,8180.869451035482,223592.85291168792,100,63.0,3.033333333333333,12391,1506,1.48,5,2,2756.25,8,6,1,3,0
64,Challenger,5,0,3,1,3,2,2,4.0,2858.861555523609,111359.82067656567,103,69.0,0.0,9882,3449,1.6199999999999999,7,1,2393.75,8,4,1,1,2
65,Challenger,5,1,2,2,3,2,1,2.875,7174.498074022399,316747.6371998943,92,69.0,10.0,6400,1968,1.7333333333333332,7,3,2756.25,8,3,2,1,2
66,Challenger,5,1,2,0,1,4,3,3.75,10.852227992818879,158.92906104127684,100,84.0,10.333333333333334,8903,1258,1.2833333333333334,20,3,2650.0,8,3,2,1,1
67,Challenger,5,1,2,5,2,0,1,2.75,40981.99914359507,1552980.9909820752,87,90.0,10.0,5129,1965,1.0666666666666667,8,1,2737.5,8,4,1,0,2
68,Challenger,8,0,0,2,1,2,3,5.125,0.0,0.0,81,75.0,0.0,11725,1760,1.275,14,5,2400.0,8,3,0,0,0
69,Master,4,1,3,1,2,3,2,3.5,15790.548090126867,428126.7909750188,102,82.5,7.875,4813,1078,1.2600000000000002,18,2,4012.5,8,4,0,0,3
70,Challenger,7,0,1,3,1,2,2,4.25,1822.1641684476056,46499.626526262924,103,70.71428571428571,0.0,10331,1581,1.2714285714285716,26,2,2675.0,8,5,1,0,1
71,Master,4,1,3,3,2,0,3,3.5,1029.6215590153588,23932.805900038464,100,82.5,7.5,10275,1688,1.22,8,2,2650.0,8,4,0,1,2
72,Challenger,6,1,1,2,3,1,2,3.375,0.8882978723404256,8.070194816850071,95,95.0,15.0,8068,1388,1.1428571428571428,24,2,1956.25,8,3,1,0,1
73,Challenger,8,0,0,3,1,0,4,4.25,0.0,0.0,104,75.0,0.0,10185,1812,1.4,16,4,2662.5,8,5,0,0,0
74,Challenger,6,0,2,2,4,0,2,3.0,14905.283547475998,632775.8356415343,103,80.0,0.0,7886,2618,1.4333333333333336,8,1,2650.0,8,3,1,1,1
75,Master,7,0,1,1,2,4,1,3.5,5.387397178169929,47.81985704923583,104,81.42857142857143,1.0,7600,2347,1.3857142857142857,31,2,1631.25,8,3,3,1,0
76,Challenger,5,1,2,3,1,2,2,4.0,0.0,0.0,104,93.0,16.666666666666668,7994,871,2.033333333333333,28,2,1725.0,8,4,2,1,1
77,Challenger,7,0,1,4,2,0,2,3.125,1955.1513776006332,54407.85909931985,103,81.42857142857143,0.0,5184,2086,1.3,9,2,3900.0,8,6,0,1,0
78,Master,5,0,3,3,3,1,1,3.5,0.0,0.0,104,81.0,3.3333333333333335,7473,2015,1.3199999999999998,23,0,2525.0,8,5,1,1,2
79,Challenger,7,0,1,1,1,3,3,4.0,0.0,0.0,97,68.57142857142857,6.0,7785,2525,1.7857142857142858,12,5,3637.5,8,5,1,1,0
80,Challenger,7,0,1,1,1,1,5,3.875,7428.295781795022,213797.63374499342,79,75.0,0.0,5682,2612,1.957142857142857,11,5,3906.25,8,3,0,0,1
81,Challenger,6,0,2,3,3,1,1,3.125,3914.5037470157886,138801.04084662208,88,85.0,0.0,5767,2006,1.5999999999999999,24,1,2362.5,8,4,1,1,1
82,Challenger,7,0,1,2,2,2,2,4.125,1953.717156634587,53416.086642423,104,66.42857142857143,0.0,9830,1835,1.257142857142857,21,3,3681.25,8,4,1,0,1
83,Challenger,4,2,2,5,1,1,1,3.0,34409.27346951956,1256494.1555536368,96,82.5,15.0,5486,1966,0.85,7,1,4075.0,8,4,0,0,2
84,Challenger,7,0,1,2,2,1,3,3.5,4658.059310433903,122538.70801940179,78,85.71428571428571,0.0,5106,1143,1.1714285714285715,23,3,2518.75,8,5,1,1,0
85,Challenger,5,1,2,2,4,2,0,3.25,2528.437150209016,63488.651779062966,103,75.0,11.366666666666667,6673,1220,1.2,11,2,3600.0,8,5,2,2,0
86,Master,7,0,1,2,4,2,0,4.25,1107.536646371338,50441.860775579866,104,79.28571428571429,0.0,11076,3085,1.5571428571428572,29,1,1568.75,8,3,3,0,1
87,Challenger,7,0,1,2,2,3,1,4.375,0.0,0.0,77,64.28571428571429,4.0,8040,1358,1.457142857142857,8,2,3675.0,8,5,0,1,0
88,Challenger,5,1,2,0,2,3,3,4.625,4458.344140453007,124049.18172792275,92,72.0,10.0,9466,3504,1.5,19,4,3025.0,8,4,1,0,2
89,Master,6,0,2,1,1,2,4,3.875,53682.66110481832,1437721.7738654527,103,72.5,4.0,9595,2356,1.3166666666666667,6,5,2706.25,8,4,1,2,0
90,Challenger,5,0,3,1,0,5,2,4.0,4615.024573014629,127977.1926740099,69,75.0,1.7,7057,2073,1.7600000000000002,5,3,2750.0,8,5,1,3,0
91,Master,4,1,3,3,2,1,2,3.25,53694.568866491085,1497170.501103919,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3
92,Challenger,8,0,0,1,1,2,4,3.875,0.0,0.0,90,82.5,0.0,7688,1722,0.975,22,5,2925.0,8,5,0,0,0
93,Master,4,2,2,5,1,1,1,3.0,34409.27346951964,1256494.1555536906,104,82.5,15.0,6074,2113,0.8500000000000001,7,1,4075.0,8,4,0,0,2
94,Master,4,2,2,5,1,1,1,3.0,34409.27346951937,1256494.1555536762,100,82.5,15.0,5731,2043,0.85,7,1,4075.0,8,4,0,0,2
95,Master,4,1,3,0,1,5,2,4.25,12586.110538701576,351711.60900530434,100,71.25,9.5,9367,1597,3.28,4,2,3550.0,8,4,0,1,1
96,Master,4,1,3,0,1,3,4,4.125,5983.786844879732,169062.87697270748,102,67.5,9.5,8734,1677,3.4,4,3,3612.5,8,4,0,1,1
97,Challenger,6,1,1,2,0,2,4,4.25,0.0,0.0,96,70.0,15.0,9814,1731,1.2,12,5,3531.25,8,5,1,0,1
98,Challenger,6,0,2,0,3,2,3,4.875,0.0,0.0,104,70.0,2.0,12214,3413,1.1500000000000001,6,4,2825.0,8,5,0,1,1
99,Challenger,6,0,2,0,2,3,3,4.125,4726.182451778985,164872.07885828527,98,80.0,4.0,10242,1650,1.45,20,3,2700.0,8,3,1,1,1
100,Challenger,7,0,1,1,3,2,2,4.875,1107.536646371338,50441.860775579866,73,64.28571428571429,0.0,8632,2533,1.5142857142857142,12,4,2950.0,8,5,1,0,1
101,Challenger,6,0,2,2,2,2,2,4.375,19162.074670053196,526536.2569688753,96,67.5,4.0,9021,2169,1.4333333333333336,11,2,3437.5,8,6,0,2,0
102,Challenger,6,0,2,3,2,2,1,3.8392857142857144,0.0,0.0,93,62.5,4.0,5837,1573,1.75,10,3,2337.5,7,2,2,2,1
103,Master,5,0,3,1,2,4,1,4.410714285714286,797.5230494916891,21439.55264567069,104,60.0,2.0,11131,2537,1.7399999999999998,5,3,2625.0,7,4,2,3,1
104,Challenger,6,0,2,3,1,2,2,3.875,3857.4921541589733,115197.23467188745,88,75.0,0.0,8977,3486,2.15,10,1,2975.0,8,3,0,1,1
105,Master,5,1,2,1,3,3,1,3.75,4647.4115687270905,122467.57678638224,103,81.0,10.0,10338,2184,1.2833333333333334,11,2,3031.25,8,3,1,1,1
106,Challenger,5,1,2,3,1,1,3,4.125,0.0,0.0,87,78.0,10.0,8472,1979,1.633333333333333,5,3,3212.5,7,4,1,1,2
107,Master,5,0,3,2,2,3,1,3.625,9661.410666065081,249056.74474095236,104,81.0,0.0,6692,2695,1.26,23,2,1862.5,8,4,1,1,2
108,Challenger,7,0,1,1,0,1,6,4.375,0.0,0.0,76,66.42857142857143,0.0,10367,1150,1.342857142857143,9,6,2887.5,8,4,1,0,1
109,Master,5,0,3,2,1,4,1,3.625,0.0,0.0,104,72.0,0.3666666666666667,8178,2748,1.7399999999999998,23,2,2737.5,8,4,1,2,1
110,Challenger,5,1,2,6,2,0,0,2.875,17024.01102348239,732046.3626740953,104,90.0,10.0,5703,2189,1.2,12,0,2587.5,8,4,1,0,2
111,Master,5,1,2,1,2,3,2,3.75,11644.869204314069,367744.3126792624,104,72.0,10.0,11368,1740,1.2333333333333334,11,1,2956.25,8,2,1,0,2
112,Challenger,8,0,0,0,2,5,1,4.75,56.21102077709336,546.773577896704,66,73.125,0.0,10125,1991,1.5875,22,4,1787.5,8,2,2,0,0
113,Challenger,4,2,2,2,4,2,0,4.375,0.8238095238095238,9.445809445809443,104,78.75,24.25,12925,1861,3.966666666666667,8,0,1343.75,8,3,1,1,1
114,Challenger,6,0,2,2,1,3,2,3.375,2061.5608597530345,56995.73006999395,97,80.0,4.0,4622,1365,1.1500000000000001,21,2,3387.5,8,5,0,1,1
115,Challenger,5,1,2,2,1,3,2,3.25,4159.205656296438,118188.90377470621,104,90.0,12.666666666666666,6420,1331,1.383333333333333,11,3,3812.5,8,4,0,1,1
116,Master,5,0,3,0,1,6,1,4.267857142857143,737.5956281550349,21003.063002828396,104,66.0,1.7,8196,2404,1.7,5,4,2587.5,7,5,2,3,1
117,Challenger,5,0,3,0,3,5,0,4.125,2172.7594987339944,51187.71728105899,103,84.0,0.3666666666666667,6827,3279,1.3800000000000001,19,1,2612.5,8,4,1,1,2
118,Master,5,0,3,0,0,5,3,4.375,7099.037786533385,191351.41783804062,104,63.0,0.8666666666666667,8248,2023,1.4200000000000002,5,4,4237.5,8,5,0,1,2
119,Master,6,0,2,4,1,1,2,3.375,7630.049241447619,319851.76981609897,102,77.5,0.0,7662,3456,1.3166666666666667,9,2,2600.0,8,3,1,0,2
120,Challenger,5,1,2,2,3,1,2,3.0,8058.5994881382485,332974.0267346806,86,81.0,13.333333333333334,5326,2045,3.1166666666666667,9,3,1893.75,8,4,2,1,2
121,Master,5,1,2,1,2,3,2,3.25,7101.9738219209785,166130.0968557994,101,66.0,10.0,6863,1078,1.2666666666666668,11,2,4068.75,8,3,1,0,2
122,Challenger,5,1,2,2,3,1,2,2.875,2727.4917123251157,109874.80383376648,102,102.0,10.0,6134,2656,1.4166666666666667,12,1,2687.5,8,3,1,0,2
123,Challenger,7,0,1,4,1,1,2,4.125,0.0,0.0,94,83.57142857142857,0.0,6384,2849,1.5714285714285714,27,2,2625.0,8,4,0,0,1
124,Challenger,7,0,1,3,1,4,0,4.25,0.0,0.0,95,70.71428571428571,6.0,9966,1624,1.6,14,1,3393.75,8,6,1,1,0
125,Master,5,1,2,2,4,2,0,4.375,12.797217868062077,219.5173881715194,103,66.0,11.333333333333334,9650,3229,1.5666666666666667,9,1,2662.5,8,4,1,1,1
126,Challenger,5,0,3,2,1,4,1,4.625,1175.9797096802865,32120.148272161532,102,81.0,3.6999999999999997,8107,2886,1.34,28,1,2506.25,8,7,1,1,1
127,Challenger,5,1,2,1,4,3,0,4.5,0.0,0.0,104,66.0,21.333333333333332,8403,1925,2.85,9,1,2775.0,8,4,0,2,0
128,Challenger,6,0,2,0,0,7,1,4.0,684.8073681372763,20769.112920622523,62,70.0,0.5,5764,812,1.2833333333333334,20,4,3100.0,8,5,1,1,1
129,Challenger,6,0,2,3,1,3,1,3.625,1530.834704274433,39908.64629042653,103,82.5,0.0,7353,1959,1.2333333333333332,16,1,2893.75,8,4,1,0,2
130,Challenger,8,0,0,1,2,1,4,4.0,0.0,0.0,70,78.75,0.0,6502,1585,1.3625,23,4,2987.5,8,3,0,0,0
131,Master,6,0,2,3,1,2,2,4.125,0.0,0.0,103,62.5,0.75,7492,2708,1.9500000000000002,12,2,3600.0,8,4,1,0,2
132,Challenger,7,0,1,2,2,3,1,4.125,0.0,0.0,77,75.0,0.0,8284,1564,1.042857142857143,17,2,2781.25,8,4,1,0,1
133,Challenger,6,0,2,2,1,3,2,3.875,26569.219251577368,703286.644044361,104,72.5,4.0,9364,2322,1.2166666666666666,8,4,2031.25,8,4,1,2,0
134,Master,7,1,0,1,2,4,1,4.125,0.0,0.0,104,68.57142857142857,49.0,10563,1512,1.9125,27,3,2406.25,8,2,1,0,0
135,Challenger,5,1,2,2,3,1,2,3.875,4911.091110466204,181321.60795003246,98,69.0,16.333333333333332,7319,1995,2.4833333333333334,28,1,2425.0,8,3,1,0,2
136,Master,5,1,2,0,3,4,1,4.125,1267.1186705857767,26092.517325187342,104,60.0,19.0,11925,2136,2.766666666666667,5,2,3062.5,8,3,1,1,1
137,Challenger,6,0,2,1,2,0,5,3.875,4368.277595251177,151345.919894962,99,70.0,0.0,8688,2349,1.3,7,5,2918.75,8,4,1,0,2
138,Master,6,0,2,0,5,1,2,3.75,7558.546327145177,316721.01862816536,104,85.0,0.0,7926,3328,1.5,20,1,2525.0,8,3,1,0,2
139,Challenger,4,1,3,1,3,2,2,3.5,12620.203702879493,366067.53356465284,101,82.5,7.5,5013,3006,1.3199999999999998,10,2,3743.75,8,4,1,0,3
140,Master,5,2,1,1,5,1,1,4.625,0.0,0.0,103,63.0,29.666666666666668,15223,2282,3.514285714285714,5,3,1637.5,8,2,1,0,1
141,Challenger,5,1,2,3,3,1,1,4.125,1905.0596958630333,71881.4134212505,104,78.0,16.333333333333332,9464,3153,2.533333333333333,11,2,1737.5,8,4,1,1,1
142,Master,4,0,4,2,1,5,0,4.375,2065.4512807983524,54128.20086465098,104,56.25,0.65,10829,2565,1.4,4,2,3000.0,8,5,0,2,2
143,Challenger,5,0,3,1,0,3,4,3.625,4136.334540387474,125977.31810921768,77,63.0,0.0,4773,2209,1.58,19,4,3187.5,8,3,0,1,2
144,Master,7,0,1,0,2,4,2,4.5,1036.8210033040884,23646.61440393109,103,70.71428571428571,1.0,14060,3371,1.8714285714285717,7,3,2593.75,8,5,3,1,0
145,Master,5,0,3,2,2,3,1,4.125,2181.1831627868464,71569.45900989778,104,63.0,0.0,11502,3282,1.6400000000000001,5,1,2775.0,8,2,0,0,3
146,Challenger,5,1,2,3,4,0,1,2.625,78921.74504339758,3243635.422148734,91,87.0,10.0,5075,2083,1.2333333333333332,7,2,2806.25,8,4,2,0,2
147,Master,6,0,2,1,3,3,1,4.553571428571429,0.0,0.0,104,67.5,0.75,8423,2817,1.5833333333333333,12,1,2843.75,7,3,2,1,2
148,Challenger,6,0,2,5,1,0,2,3.75,1541.0769104335996,40956.56916176983,104,92.5,0.0,7990,2504,1.4166666666666667,15,2,2387.5,8,4,1,1,1
149,Challenger,5,1,2,1,2,3,2,4.125,1028.7332611430184,23924.735705221614,89,72.0,12.0,8858,1214,1.1166666666666667,24,2,3112.5,8,4,0,1,1
150,Master,4,1,3,0,1,6,1,4.5,6687.010207642045,170369.2615953331,104,63.75,5.65,10970,1641,3.5200000000000005,4,2,3543.75,8,5,1,1,2
151,Master,6,1,1,1,1,2,4,3.75,0.8882978723404256,8.070194816850071,104,80.0,24.5,10954,1839,2.0,16,4,1856.25,8,3,1,0,1
152,Master,5,1,2,2,3,2,1,3.875,4857.36277819383,169051.77478547007,104,69.0,10.0,9395,2855,1.0833333333333333,5,3,3537.5,8,3,1,0,2
153,Master,4,1,3,1,2,4,1,4.5,0.0,0.0,104,63.75,8.625,8999,1897,1.04,6,2,3725.0,8,5,0,1,2
154,Master,6,0,2,2,1,3,2,3.982142857142857,0.0,0.0,104,80.0,0.0,11196,2012,1.7166666666666668,10,4,2187.5,7,3,2,2,1
155,Master,5,0,3,3,1,3,1,3.125,28486.15336541036,1027163.1051525128,100,90.0,0.8666666666666667,5458,1502,1.0,7,2,2800.0,8,4,1,1,2
156,Master,4,1,3,2,1,1,4,4.0,4238.649685072882,119418.9304203411,104,75.0,7.5,8873,1836,1.6000000000000003,4,3,4137.5,8,5,0,0,3
157,Challenger,7,0,1,1,2,1,4,4.5,0.0,0.0,74,66.42857142857143,0.0,8780,1327,1.4714285714285713,7,5,3700.0,8,4,1,0,1
158,Master,6,0,2,1,3,3,1,3.625,1115.821045378117,50587.13450021887,104,80.0,3.0,7592,2805,1.3,13,3,2831.25,8,5,2,1,1
159,Master,6,0,2,5,2,1,0,3.625,0.8238095238095238,9.445809445809443,103,82.5,0.0,10718,2290,1.5499999999999998,15,0,1993.75,8,5,1,1,1
160,Challenger,5,1,2,1,3,2,2,3.75,5353.886906235747,198530.22401484434,100,63.0,10.0,11462,1964,1.3666666666666665,5,2,3187.5,8,2,1,0,2
161,Champion,4,1,3,4,1,1,2,3.125,49183.48301883953,1415119.716624723,104,90.0,7.5,4238,3145,1.3399999999999999,8,2,3262.5,8,4,0,0,3
162,Challenger,5,1,2,0,4,4,0,4.0,0.0,0.0,95,78.0,13.333333333333334,7938,1386,1.1666666666666667,19,1,3437.5,8,5,1,2,0
163,Master,6,0,2,1,2,3,2,3.75,1658.0713464059857,44368.74075019737,102,62.5,0.55,8028,2046,1.5,6,5,3437.5,8,5,1,1,1
164,Master,6,1,1,3,3,1,1,4.125,0.0,0.0,104,85.0,15.55,11414,2704,1.6428571428571428,8,1,3362.5,8,5,1,1,0
165,Master,4,1,3,1,2,4,1,3.875,6681.41698118623,185324.48889595154,100,63.75,5.65,7906,1021,3.3,4,2,4325.0,8,5,1,1,2
166,Challenger,5,0,3,1,3,4,0,4.375,0.0,0.0,94,69.0,1.3333333333333333,7825,3251,1.4000000000000001,19,1,2875.0,8,5,0,1,2
167,Master,6,0,2,4,3,1,0,3.875,0.0,0.0,104,77.5,0.75,8196,1769,1.3500000000000003,12,0,3175.0,8,5,1,1,1
