index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles,winner
16324,Master,0,6,0,2,1,1,2,4,3.875,1516.1561686412304,38678.28920922668,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0,False
16325,Champion,1,6,0,2,1,2,3,2,3.875,102.31873204722041,1814.0269406353714,104,77.5,4.0,8611,1999,1.1833333333333333,8,3,2943.75,8,4,1,1,1,False
16326,Challenger,0,7,0,1,3,1,2,2,3.375,0.0,0.0,104,90.0,0.0,9088,1464,1.1285714285714286,18,3,2681.25,8,5,1,1,0,False
16327,Master,2,6,0,2,3,2,2,1,3.75,0.0,0.0,104,60.0,2.0,9276,2744,1.55,6,2,2687.5,8,4,1,2,0,False
16328,Master,0,4,1,3,1,3,3,1,3.875,0.0,0.0,104,56.25,5.75,8080,3148,3.46,4,2,3712.5,8,3,1,1,2,False
16329,Challenger,0,5,1,2,1,1,5,1,4.625,1.6829971181556194,13.455213841890735,74,54.0,18.333333333333332,12078,1978,2.45,5,3,2818.75,8,5,1,2,0,False
16330,Challenger,0,7,0,1,3,2,1,2,4.0,0.0,0.0,78,68.57142857142857,0.0,7863,1739,1.4142857142857144,21,2,3087.5,8,3,0,0,1,False
16331,Challenger,1,6,0,2,3,4,0,1,4.625,0.0,0.0,104,67.5,0.0,14659,3034,1.55,10,1,2425.0,8,3,2,1,1,False
16332,Challenger,0,4,2,2,4,1,2,1,3.125,45.760749767032614,638.353690304847,90,82.5,15.0,5981,2473,1.0166666666666668,6,1,3950.0,8,4,0,0,2,False
16333,Challenger,0,4,0,4,3,2,2,1,1.8392857142857142,2.5578861002951547,9.549677897691396,90,93.75,1.5,1855,1074,0.7249999999999999,6,3,2212.5,7,4,2,3,3,False
16334,Challenger,0,6,0,2,1,2,3,2,4.75,4.265060240963855,42.6420748268802,104,57.5,0.0,10715,4145,1.5166666666666666,6,4,4037.5,8,6,0,0,2,False
16335,Master,0,4,3,1,4,2,2,0,4.625,0.0,0.0,104,82.5,35.0,6846,1100,2.2142857142857144,24,0,2912.5,7,2,0,0,1,False
16336,Master,0,6,1,1,3,3,1,1,3.375,6.741584191194601,88.44646760206558,104,85.0,24.5,9302,1644,2.2142857142857144,9,1,1912.5,8,3,1,1,0,False
16337,Challenger,0,6,1,1,0,4,3,1,4.5,0.0,0.0,104,65.0,24.5,12494,2619,2.085714285714286,6,4,2650.0,8,4,0,0,1,False
16338,Challenger,0,5,1,2,2,2,2,2,2.982142857142857,40.643946296166654,828.3204696653752,79,78.0,6.666666666666667,4564,597,2.6999999999999997,7,3,2900.0,7,3,1,1,2,False
16339,Challenger,0,4,2,2,0,2,3,3,4.25,2.6103896103896105,66.24983442598732,82,67.5,15.275,8101,1009,1.0833333333333333,18,2,4950.0,8,4,0,1,1,False
16340,Challenger,1,7,0,1,2,2,0,4,4.125,0.0,0.0,79,70.71428571428571,0.0,11479,1304,1.2285714285714284,7,5,2625.0,8,6,1,1,0,False
16341,Challenger,0,7,0,1,4,0,1,3,3.25,0.0,0.0,77,94.28571428571429,0.0,6396,914,1.0999999999999999,23,3,1931.25,8,4,1,1,0,False
16342,Challenger,0,5,0,3,1,4,2,1,3.625,0.0,0.0,101,78.0,2.0,7609,2226,1.4600000000000002,5,1,3225.0,8,4,1,1,2,False
16343,Challenger,0,6,0,2,1,0,2,5,3.375,0.8129126925898752,2.888302336435869,87,75.0,0.5,7499,1344,1.0000000000000002,6,6,2750.0,8,4,1,1,1,False
16344,Challenger,0,6,0,2,1,3,2,2,4.410714285714286,0.0,0.0,96,80.0,0.0,7656,1271,1.0666666666666667,9,3,2643.75,7,4,2,1,2,False
16345,Challenger,0,7,0,1,5,0,3,0,3.625,0.0,0.0,103,87.85714285714286,0.0,7912,1927,1.4571428571428573,32,0,2531.25,8,4,2,1,0,False
16346,Challenger,0,5,1,2,4,3,0,1,3.375,72.02451624803416,1725.0697543266708,101,90.0,10.0,7384,2024,1.0833333333333333,6,2,3375.0,8,6,1,0,2,False
16347,Master,0,7,0,1,4,1,1,2,3.375,0.0,0.0,104,98.57142857142857,0.0,9572,1421,1.1571428571428573,23,2,1881.25,8,4,2,1,0,False
16348,Challenger,1,6,0,2,1,1,5,1,4.25,0.0,0.0,102,75.0,0.0,8455,1231,1.2833333333333332,25,2,3037.5,8,4,0,0,2,False
16349,Challenger,1,3,2,3,2,3,1,2,3.625,9.524347094297552,103.34014421702196,104,100.0,15.8,5322,1734,2.1399999999999997,12,1,2150.0,8,3,0,0,3,False
16350,Challenger,0,7,0,1,0,3,3,2,3.875,0.0,0.0,95,77.14285714285714,0.0,7567,2517,1.4142857142857144,21,2,3350.0,8,4,0,0,1,False
16351,Challenger,0,6,1,1,0,3,3,2,4.75,0.0,0.0,94,65.0,15.0,10312,3265,1.5285714285714285,20,4,3100.0,8,5,1,0,1,False
16352,Challenger,1,6,0,2,3,0,4,1,3.75,0.0,0.0,93,82.5,2.0,6207,1469,1.3499999999999999,25,1,2425.0,8,5,0,2,0,False
16353,Master,0,6,0,2,0,2,1,5,3.875,410.1647133645881,10570.736106822786,96,72.5,0.0,9101,3211,1.3166666666666667,6,5,2756.25,8,3,1,0,2,False
16354,Challenger,0,5,1,2,1,3,3,1,3.875,0.8161648177496037,5.117020800937954,103,84.0,12.0,8961,2822,1.55,9,2,2975.0,8,5,1,1,1,False
16355,Challenger,1,5,1,2,3,4,0,1,2.625,2701.1974558450956,105534.85613644468,96,87.0,10.0,5177,1988,1.2333333333333332,7,2,2806.25,8,4,2,0,2,False
16356,Master,0,6,1,1,2,3,2,1,3.625,0.0,0.0,100,85.0,15.0,7145,1771,1.0285714285714287,26,1,2781.25,8,4,1,1,0,False
16357,Master,0,5,0,3,0,0,6,2,4.25,89.0603266986939,1270.623713085364,103,63.0,0.8666666666666667,10887,1322,1.7,5,3,3318.75,8,5,1,1,2,False
16358,Challenger,0,7,0,1,3,3,1,1,4.125,0.0,0.0,94,81.42857142857143,0.0,9983,3031,1.614285714285714,15,2,2412.5,8,4,1,0,1,False
16359,Master,0,4,2,2,3,3,2,0,3.625,5.0,56.06092277806304,96,105.0,15.375,7156,1823,1.2666666666666668,4,0,3137.5,8,4,1,1,1,False
16360,Challenger,1,6,0,2,2,1,5,0,4.125,0.0,0.0,93,70.0,0.5,7118,2037,1.25,16,2,3043.75,8,4,2,1,1,False
16361,Challenger,0,7,1,0,4,1,2,1,4.625,0.0,0.0,89,72.85714285714286,30.0,9497,1759,1.325,16,3,3237.5,8,4,0,0,0,False
16362,Challenger,0,6,0,2,2,1,2,3,3.875,0.8806818181818181,7.779874718920655,88,80.0,0.0,6894,1387,1.2166666666666668,12,3,2556.25,8,3,0,0,2,False
16363,Master,1,6,0,2,2,1,2,3,4.0,0.0,0.0,104,72.5,0.0,10023,2748,1.3166666666666667,10,4,2250.0,8,5,2,0,2,False
16364,Champion,1,5,0,3,0,0,6,2,3.875,0.8649045521292218,4.55692598592846,103,75.0,1.7,8895,2145,1.64,5,3,3162.5,8,4,1,2,1,False
16365,Challenger,0,6,1,1,1,4,2,1,4.75,0.0,0.0,98,70.0,15.0,11408,2031,1.0571428571428572,17,2,2981.25,8,5,1,0,1,False
16366,Master,0,5,0,3,2,2,2,2,3.75,41.132871077629886,389.87064580671165,104,84.0,0.0,5504,3281,1.54,10,3,3225.0,8,3,0,0,3,False
16367,Challenger,0,6,1,1,2,4,2,0,4.125,0.0,0.0,102,85.0,15.0,10411,2056,1.2571428571428573,21,0,2650.0,8,4,1,1,0,False
16368,Master,0,6,0,2,2,3,3,0,3.875,0.8575063613231552,4.517947109184169,104,87.5,3.0,9379,1965,1.4333333333333333,15,1,3293.75,8,6,1,1,1,False
16369,Challenger,0,6,0,2,1,3,3,1,4.25,0.0,0.0,76,87.5,0.75,6778,1610,1.45,10,2,3262.5,8,5,1,0,2,False
16370,Challenger,0,6,0,2,2,0,4,2,3.625,0.0,0.0,69,75.0,0.5,5778,2223,1.9333333333333336,10,3,2812.5,8,4,2,1,1,False
16371,Challenger,0,7,0,1,3,0,1,4,3.75,0.0,0.0,82,68.57142857142857,0.0,9263,1576,1.4142857142857144,11,5,2725.0,8,4,0,1,0,False
16372,Challenger,0,7,0,1,3,2,1,2,4.125,0.0,0.0,99,94.28571428571429,0.0,10737,1765,1.3285714285714285,16,3,1825.0,8,3,1,0,1,False
16373,Challenger,0,7,0,1,2,2,3,1,3.875,0.0,0.0,59,85.71428571428571,0.0,6551,1246,1.2142857142857142,9,2,2812.5,8,4,2,0,1,False
16374,Fun Deck,0,5,0,3,0,3,5,0,4.0,0.0,0.0,52,60.0,0.0,6041,1338,1.42,5,4,2462.5,8,3,0,0,3,False
16375,Challenger,0,5,1,2,3,1,3,1,3.625,0.0,0.0,93,66.0,19.0,4823,1260,2.1999999999999997,19,2,2900.0,8,4,0,2,0,False
16376,Master,1,8,0,0,3,2,1,2,3.375,0.8367346938775511,5.245985541552044,104,86.25,0.0,8328,2202,1.6124999999999998,15,2,2768.75,8,3,1,0,0,False
16377,Master,1,5,1,2,2,2,3,1,4.375,0.0,0.0,104,78.0,11.333333333333334,7370,2361,1.4833333333333334,10,3,3300.0,8,5,1,1,1,False
16378,Challenger,0,4,1,3,2,3,1,2,3.375,858.6863245063638,18137.26401218893,92,90.0,7.5,4475,2504,1.2599999999999998,8,2,3325.0,8,4,0,0,3,False
16379,Challenger,0,6,0,2,1,2,3,2,4.0,0.0,0.0,74,62.5,0.0,7834,1871,1.4333333333333333,8,2,2925.0,8,4,1,1,1,False
16380,Master,0,7,0,1,2,4,2,0,3.875,0.0,0.0,104,66.42857142857143,6.0,14087,3626,1.9,7,1,2625.0,8,3,2,1,0,False
16381,Master,0,6,0,2,3,4,1,0,4.0,0.0,0.0,104,82.5,0.0,10845,2761,1.4166666666666667,10,0,2712.5,8,4,1,1,1,False
16382,Master,0,6,0,2,1,2,4,1,4.25,53.68225090383257,787.8498480055473,100,67.5,0.75,11495,2411,1.7666666666666666,6,2,2656.25,8,4,1,0,2,False
16383,Champion,0,6,0,2,0,1,6,1,4.25,15.225947171370445,172.617969441193,104,72.5,0.55,12345,2186,1.5833333333333333,6,4,3256.25,8,5,1,1,1,False
16384,Challenger,0,7,0,1,2,2,2,2,4.0,0.8375576036866359,5.251144850699911,100,81.42857142857143,0.0,4714,2130,1.5,30,2,3037.5,8,4,0,0,1,False
16385,Master,0,5,0,3,2,1,4,1,3.875,0.0,0.0,104,69.0,0.0,10119,3484,1.4,7,2,2250.0,8,4,0,1,2,False
16386,Challenger,0,4,1,3,4,1,1,2,2.875,52.28017524597306,775.3558964600321,90,82.5,7.775,3784,2526,1.06,6,2,3325.0,8,5,0,1,2,False
16387,Challenger,0,4,1,3,1,1,5,1,3.75,0.0,0.0,70,67.5,7.5,5120,2033,1.3800000000000001,18,2,3462.5,8,4,0,0,3,False
16388,Champion,0,7,0,1,1,3,2,2,4.0,0.0,0.0,104,68.57142857142857,0.0,10745,3283,1.8285714285714287,21,3,3100.0,8,5,1,1,0,False
16389,Master,0,7,0,1,3,3,1,1,4.25,0.0,0.0,104,77.14285714285714,0.0,11798,2188,1.6142857142857143,9,2,3225.0,8,5,1,0,1,False
16390,Master,1,4,1,3,2,2,2,2,4.375,0.0,0.0,104,82.5,13.5,8798,1740,3.1599999999999997,8,2,2462.5,8,5,0,1,1,False
16391,Challenger,1,4,1,3,3,2,1,2,3.25,1610.4542332138446,33550.50701171653,89,90.0,7.5,4106,2441,1.2,8,2,3325.0,8,4,0,0,3,False
16392,Challenger,0,6,0,2,2,1,4,1,4.875,0.0,0.0,77,65.0,0.0,9555,1373,1.3499999999999999,11,4,2712.5,8,4,0,0,2,False
16393,Champion,0,6,0,2,2,2,2,2,3.25,0.0,0.0,101,62.5,3.0,7477,1809,1.3,8,5,2562.5,8,4,1,1,1,False
16394,Challenger,0,6,0,2,1,1,5,1,4.25,0.0,0.0,64,65.0,0.0,5818,1120,1.25,6,4,3850.0,8,6,0,1,1,False
16395,Challenger,0,6,1,1,1,4,2,1,4.0,0.0,0.0,87,70.0,20.0,8502,1769,2.6285714285714286,6,1,2587.5,8,3,0,0,1,False
16396,Challenger,0,7,0,1,1,1,1,5,4.375,0.0,0.0,82,70.71428571428571,0.0,7492,2626,1.7142857142857146,23,4,3525.0,8,4,0,0,1,False
16397,Master,0,6,0,2,2,4,1,1,4.375,0.0,0.0,104,75.0,0.75,12260,2656,1.45,6,1,2687.5,8,4,1,1,1,False
16398,Master,0,5,0,3,2,0,4,2,4.553571428571429,0.0,0.0,95,72.0,0.5,7937,1106,1.0,21,3,2350.0,7,5,1,1,3,False
16399,Fun Deck,0,6,0,2,4,1,3,0,3.5,0.0,0.0,50,90.0,0.0,4644,1282,1.383333333333333,18,2,1962.5,8,4,1,1,1,False
16400,Challenger,1,7,0,1,1,0,1,6,4.5,4.990394127830973,76.033724694114,84,62.142857142857146,0.0,11028,2098,1.442857142857143,7,6,4018.75,8,5,0,0,1,False
16401,Challenger,1,5,1,2,2,2,2,2,2.875,0.0,0.0,71,75.0,10.0,5202,1417,1.8499999999999999,7,4,2631.25,8,3,2,1,2,False
16402,Challenger,1,8,0,0,0,0,0,8,4.25,0.0,0.0,82,76.875,0.0,10710,2522,1.8375000000000001,8,8,3350.0,8,3,0,0,0,False
16403,Challenger,0,5,1,2,3,4,0,1,2.625,2701.197455845098,105534.85613644468,103,87.0,10.0,5812,2152,1.2333333333333332,7,2,2806.25,8,4,2,0,2,False
16404,Master,0,5,1,2,2,4,1,1,4.0,0.0,0.0,104,78.0,17.333333333333332,10303,1261,2.283333333333333,9,2,2825.0,8,4,0,1,1,False
16405,Master,0,8,0,0,2,3,1,2,4.25,0.0,0.0,104,78.75,0.0,13908,3174,1.6375000000000002,12,3,1818.75,8,1,2,0,0,False
16406,Master,0,5,1,2,1,2,2,3,4.0,0.0,0.0,104,90.0,12.666666666666666,10304,1724,1.5833333333333333,19,2,3362.5,8,4,1,1,1,False
16407,Challenger,1,8,0,0,1,1,2,4,4.75,0.0,0.0,84,67.5,0.0,7831,1531,1.4875,13,5,4850.0,8,7,0,0,0,False
16408,Master,0,6,0,2,4,0,4,0,3.75,0.0,0.0,104,90.0,0.75,8215,1555,1.383333333333333,18,2,2087.5,8,4,1,1,1,False
16409,Challenger,0,4,1,3,2,4,1,1,5.0,0.0,0.0,96,56.25,11.0,9081,2046,1.2599999999999998,9,0,3600.0,8,5,1,1,1,False
16410,Master,0,3,1,4,0,3,3,2,3.5,0.0,0.0,103,90.0,7.0200000000000005,5079,1953,1.175,17,1,3462.5,8,5,1,2,2,False
16411,Challenger,0,4,3,1,2,5,0,1,3.75,1.744845489908012,7.406968451004747,104,67.5,34.75,9505,1277,4.542857142857143,6,0,1600.0,8,1,0,0,1,False
16412,Fun Deck,0,6,0,2,0,3,5,0,4.0,0.0,0.0,54,70.0,0.0,4506,1262,1.2666666666666666,20,2,2787.5,8,4,0,0,2,False
16413,Master,0,5,0,3,1,3,2,2,4.25,3.508711665314122,40.68045172306819,104,75.0,0.5,10098,2544,1.5,5,2,3381.25,8,5,1,0,3,False
16414,Challenger,0,7,0,1,1,3,1,3,3.875,0.0,0.0,81,90.0,0.0,7866,1983,1.4999999999999998,25,2,2362.5,8,3,1,0,1,False
16415,Challenger,0,5,0,3,3,4,0,1,3.5,0.0,0.0,104,75.0,0.0,8361,2835,1.46,7,0,2812.5,8,4,2,1,2,False
16416,Champion,0,4,2,2,5,1,1,1,3.0,49.29086902843741,652.8291608667049,104,82.5,15.0,6074,2063,0.85,7,1,4075.0,8,4,0,0,2,False
16417,Challenger,0,6,0,2,1,1,4,2,3.625,0.0,0.0,74,75.0,0.55,6209,1523,1.2,20,3,3125.0,8,3,1,1,1,False
16418,Challenger,0,5,1,2,4,1,2,1,3.75,0.0,0.0,103,63.0,10.0,9369,1708,1.3499999999999999,19,2,3712.5,8,5,1,1,1,False
16419,Master,2,6,0,2,6,2,0,0,3.125,0.8654485049833888,3.0749635991593136,104,77.5,1.5,8105,2321,1.5999999999999999,10,0,2637.5,8,3,1,2,0,False
16420,Challenger,0,8,0,0,2,1,3,2,3.75,0.0,0.0,91,82.5,0.0,7978,1834,1.65,13,4,3425.0,8,5,2,0,0,False
16421,Challenger,2,6,0,2,3,0,3,2,3.875,0.0,0.0,86,65.0,3.0,9543,2359,2.3333333333333335,6,4,3637.5,8,4,1,2,0,False
16422,Challenger,1,5,1,2,3,1,4,0,3.875,0.0,0.0,84,81.0,10.333333333333334,6892,952,1.2833333333333334,11,3,2925.0,8,5,3,1,1,False
16423,Challenger,1,6,0,2,3,1,2,2,3.75,0.0,0.0,103,87.5,0.0,8480,3234,1.7666666666666666,16,2,1868.75,8,2,1,0,2,False
16424,Master,1,4,1,3,2,2,2,2,4.125,0.0,0.0,103,82.5,7.875,7416,2275,1.42,4,3,3475.0,8,6,1,1,2,False
16425,Challenger,0,4,1,3,1,3,3,1,4.125,0.0,0.0,77,67.5,7.875,4375,1098,1.08,18,1,3275.0,8,5,0,1,2,False
16426,Challenger,1,5,0,3,4,0,1,3,2.875,1.7718882774952986,11.109017413763628,74,78.0,0.0,3946,1925,1.9,9,3,2831.25,8,4,1,1,2,False
16427,Challenger,0,7,1,0,3,2,1,2,3.5,0.8375576036866359,5.251144850699911,88,90.0,40.0,5035,1008,2.5625,32,2,2375.0,8,3,0,0,0,False
16428,Challenger,0,8,0,0,3,1,4,0,4.0,0.0,0.0,103,86.25,0.0,8769,2622,1.4875,31,2,1712.5,8,3,1,0,0,False
16429,Master,0,6,0,2,2,4,1,1,3.875,14.447070649832934,486.4067081748906,100,85.0,0.0,10835,3241,1.4833333333333334,8,1,2162.5,8,4,1,1,1,False
16430,Master,0,7,0,1,1,2,2,3,4.0,8.449083005952035,205.09611211452773,99,75.0,0.0,9614,2382,1.485714285714286,21,3,3500.0,8,5,1,1,0,False
16431,Master,1,7,0,1,2,1,2,3,3.75,7.543353165001673,117.02031790467765,101,79.28571428571429,0.0,10109,2497,1.4000000000000001,11,4,2318.75,8,4,0,1,0,False
16432,Challenger,0,7,0,1,0,1,2,5,4.0,0.0,0.0,76,64.28571428571429,6.0,9078,1371,1.4285714285714286,7,6,2987.5,8,3,0,1,0,False
16433,Challenger,1,6,0,2,3,2,2,1,3.375,0.0,0.0,98,90.0,0.0,4734,2821,1.5333333333333332,16,2,2356.25,8,4,1,1,1,False
16434,Master,0,5,1,2,1,2,3,2,3.125,34.42957042163695,318.70477512099956,104,84.0,10.0,5492,1203,1.0999999999999999,25,2,3618.75,8,3,1,0,2,False
16435,Challenger,0,7,0,1,0,4,3,1,4.125,0.0,0.0,88,66.42857142857143,0.0,9260,1937,1.2571428571428573,21,2,3425.0,8,5,1,0,1,False
16436,Master,0,4,1,3,3,3,1,1,3.0,424.0877709170177,17109.559254673146,103,86.25,7.875,5864,1461,1.3800000000000001,4,3,2818.75,8,5,2,0,3,False
16437,Champion,0,6,1,1,0,2,6,0,4.5,2.4947080700811037,28.150956112026467,104,72.5,35.55,14199,2166,1.3,6,4,2318.75,7,5,1,1,0,False
16438,Master,0,6,1,1,2,2,1,3,4.125,0.0,0.0,104,80.0,35.0,11405,1309,1.1428571428571428,12,4,2112.5,7,4,0,1,0,False
16439,Master,0,5,1,2,3,3,1,1,4.0,0.0,0.0,104,60.0,6.666666666666667,9783,3438,3.1666666666666665,7,1,3912.5,8,3,1,0,2,False
16440,Challenger,0,6,0,2,1,3,4,0,3.875,0.0,0.0,104,72.5,0.55,10717,2116,1.6333333333333335,6,1,3025.0,8,4,1,2,0,False
16441,Master,0,5,1,2,3,3,1,1,4.25,0.0,0.0,104,78.0,15.333333333333334,6331,1433,2.9499999999999997,13,2,2937.5,8,4,0,1,1,False
16442,Challenger,0,5,1,2,3,2,1,2,2.75,0.8306878306878306,4.926974084743954,88,102.0,10.0,4819,1947,1.3666666666666665,12,1,2687.5,8,3,1,0,2,False
16443,Challenger,1,6,0,2,1,0,2,5,4.375,0.0,0.0,78,67.5,0.0,9290,3444,1.9166666666666667,6,6,3112.5,8,3,1,1,1,False
16444,Champion,0,4,1,3,0,1,5,2,4.25,89.0603266986939,1270.6237130853635,104,63.75,5.65,10654,1057,3.44,4,2,3793.75,8,5,1,1,2,False
16445,Champion,0,6,0,2,3,1,1,3,3.125,0.9006024096385542,3.199866440357272,104,77.5,0.0,7426,3316,1.55,12,2,2437.5,8,3,1,0,2,False
16446,Challenger,1,6,0,2,1,1,3,3,3.625,0.0,0.0,85,72.5,3.0,6375,2993,1.8333333333333333,8,4,3312.5,8,4,2,1,1,False
16447,Champion,0,6,1,1,1,2,1,4,3.875,0.0,0.0,104,75.0,24.5,8469,1741,2.0428571428571427,24,3,3162.5,8,4,0,0,1,False
16448,Master,0,5,0,3,3,2,3,0,4.0,0.0,0.0,104,69.0,1.0,9461,3397,1.8800000000000001,6,2,2750.0,8,4,0,2,1,False
16449,Challenger,0,5,1,2,1,3,2,2,4.5,0.0,0.0,83,78.0,16.333333333333332,5409,2593,2.183333333333333,9,3,2693.75,8,3,1,0,2,False
16450,Master,2,7,0,1,5,1,1,1,4.125,0.0,0.0,103,70.71428571428571,0.0,8178,1877,1.3285714285714285,34,0,2450.0,8,2,1,0,1,False
16451,Challenger,1,5,0,3,2,0,4,2,3.375,2.60779507881584,22.4161707103311,98,69.0,0.0,6831,1490,1.4,7,2,4062.5,8,4,1,1,2,False
16452,Challenger,0,6,1,1,0,3,1,4,3.5,0.0,0.0,69,100.0,10.0,6429,1203,2.457142857142857,10,4,2450.0,8,2,2,0,1,False
16453,Challenger,0,6,0,2,3,1,1,3,2.75,9.247619047619049,248.83646956400187,98,85.0,0.0,2808,1689,1.3666666666666665,22,2,3393.75,8,4,0,1,1,False
16454,Challenger,0,6,1,1,3,2,1,2,2.875,0.0,0.0,101,90.0,15.0,6537,1504,1.2714285714285716,13,2,2700.0,8,3,1,0,1,False
16455,Challenger,0,5,0,3,0,1,5,2,4.25,110.5846206392346,1574.0715060686928,96,75.0,0.8666666666666667,10642,1481,1.58,5,3,2768.75,8,5,1,1,2,False
16456,Master,1,5,1,2,3,3,1,1,3.0,5.307826127880639,22.767230703763133,100,78.0,11.0,6976,2197,1.4666666666666666,8,0,3112.5,8,2,1,1,1,False
16457,Challenger,0,5,1,2,1,2,3,2,3.982142857142857,24.88141593734462,561.0549549170778,98,75.0,6.666666666666667,8090,2561,2.8000000000000003,5,3,3368.75,7,4,1,2,1,False
16458,Master,1,6,0,2,3,1,3,1,3.5,0.9011194029850746,3.201703332688132,102,87.5,0.55,9089,2318,1.4000000000000001,12,2,2650.0,8,5,1,2,0,False
16459,Challenger,1,5,0,3,1,2,3,2,3.75,0.0,0.0,104,96.0,1.3333333333333333,4745,1940,1.32,24,2,2012.5,8,4,1,1,2,False
16460,Master,0,6,0,2,1,1,2,4,3.875,1516.1561686412317,38678.289209226685,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0,False
16461,Fun Deck,0,6,0,2,2,1,2,3,3.125,0.0,0.0,76,85.0,0.0,3545,1676,1.7,12,3,3550.0,8,5,0,0,2,False
16462,Master,0,6,0,2,3,3,1,1,3.875,0.0,0.0,104,80.0,0.0,4933,2348,1.3499999999999999,29,1,2450.0,8,5,1,1,1,False
16463,Champion,1,6,0,2,2,0,4,2,3.75,0.0,0.0,103,75.0,2.0,8658,2105,1.4833333333333334,24,4,2325.0,8,5,1,1,1,False
16464,Challenger,0,7,0,1,3,0,1,4,4.0,0.0,0.0,90,68.57142857142857,0.0,9712,2446,1.6285714285714283,7,4,3612.5,8,6,0,1,0,False
16465,Challenger,1,6,0,2,2,2,1,3,4.75,0.0,0.0,98,72.5,0.0,10085,4160,1.8500000000000003,11,4,3075.0,8,5,0,0,2,False
16466,Challenger,0,7,0,1,0,4,3,1,3.875,0.0,0.0,93,70.71428571428571,0.0,10565,1572,1.542857142857143,21,2,3212.5,8,3,2,0,1,False
16467,Challenger,0,6,0,2,2,4,2,0,3.625,0.0,0.0,103,75.0,3.0,11400,2863,1.4666666666666668,6,1,2325.0,8,3,1,2,0,False
16468,Master,1,5,1,2,3,3,1,1,4.125,0.0,0.0,104,63.0,13.333333333333334,9727,3087,3.1999999999999997,10,3,1800.0,8,5,2,1,1,False
16469,Challenger,0,6,0,2,2,3,2,1,4.0,0.0,0.0,98,75.0,0.0,9575,3221,1.6500000000000001,24,2,1837.5,8,4,1,1,1,False
16470,Champion,0,4,1,3,3,2,1,2,3.25,1610.4542332138426,33550.507011716494,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3,False
16471,Challenger,0,7,0,1,2,1,3,2,3.625,0.0,0.0,104,72.85714285714286,0.0,8314,3371,1.7142857142857142,14,3,3043.75,8,4,2,0,1,False
16472,Challenger,0,6,0,2,3,2,1,2,3.375,0.0,0.0,93,85.0,0.0,4090,1149,1.1833333333333333,17,2,2800.0,8,4,1,1,2,False
16473,Master,0,5,1,2,2,2,1,3,4.0,0.0,0.0,100,72.0,12.0,12541,2113,1.366666666666667,5,3,3275.0,8,5,0,1,1,False
16474,Master,0,6,0,2,1,3,1,3,4.25,5.451477759114764,74.59709431173432,104,80.0,0.75,11476,2696,1.6500000000000001,6,4,2125.0,8,4,1,1,1,False
16475,Master,1,7,0,1,1,1,3,3,3.875,174.05103040677093,3940.6378192951224,104,68.57142857142857,8.0,9230,2548,1.4000000000000001,7,6,2406.25,8,3,2,1,0,False
16476,Challenger,0,5,1,2,2,2,2,2,3.5,1.7718882774952986,11.109017413763628,102,66.0,16.333333333333332,7811,2671,2.85,5,2,3212.5,8,4,1,1,1,False
16477,Master,0,6,0,2,3,1,2,2,4.0,0.0,0.0,104,72.5,0.0,11295,3016,1.3833333333333335,24,2,2550.0,8,5,1,1,1,False
16478,Challenger,0,8,0,0,0,4,2,2,4.625,0.0,0.0,104,69.375,0.0,19151,3137,1.7375,8,3,2375.0,8,3,3,0,0,False
16479,Master,0,5,0,3,1,3,3,1,3.875,0.0,0.0,104,84.0,0.0,5716,2599,1.28,24,1,2237.5,8,3,1,0,3,False
16480,Challenger,0,7,0,1,1,2,1,4,3.5,772.4798653452611,20664.884261998133,104,79.28571428571429,0.0,9972,2510,1.1714285714285715,7,6,2581.25,8,4,1,1,0,False
16481,Champion,1,4,1,3,3,0,4,1,3.625,5.331554304226233,66.02396247816469,104,75.0,12.0,6034,1618,2.22,6,1,4962.5,8,4,0,1,1,False
16482,Master,0,5,0,3,2,2,2,2,3.625,15.375471637151207,316.709629456495,104,87.0,2.6666666666666665,8558,2489,1.48,7,1,2925.0,8,4,1,2,1,False
16483,Challenger,1,6,1,1,1,3,4,0,4.625,0.0,0.0,71,80.0,15.5,5999,1641,1.3571428571428572,24,2,2818.75,8,4,3,1,0,False
16484,Master,1,4,2,2,2,3,3,0,4.375,0.0,0.0,104,75.0,26.0,8212,2038,1.1500000000000001,23,1,2050.0,7,4,1,1,1,False
16485,Master,0,6,1,1,1,3,1,3,4.375,0.0,0.0,104,100.0,25.25,12243,2100,2.2714285714285714,10,3,1650.0,8,3,1,0,1,False
16486,Challenger,1,6,0,2,4,3,1,0,3.75,0.0,0.0,104,87.5,0.0,7193,3120,1.2999999999999998,13,0,2581.25,8,5,1,1,1,False
16487,Master,1,6,0,2,1,3,2,2,4.125,0.0,0.0,104,85.0,2.75,7897,1349,1.2333333333333334,8,2,3075.0,8,6,1,1,1,False
